var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t)
0.005325307,2.518954298,2.20432639,1.962260223,0.76099053,0.880302537,0.830483486,0.005556842,1.729848525,0.075905474,0.859130861,0.258418422,0.321384868,0.266114013
0.005556842,1.729848525,0.075905474,0.859130861,0.258418422,0.321384868,0.266114013,0.005788377,0.831893534,-0.234934063,0.902879749,0.784041232,0.16968646,0.257063629
0.005788377,0.831893534,-0.234934063,0.902879749,0.784041232,0.16968646,0.257063629,0.006019912,0.709463692,0.435709782,0.176262844,0.721436863,0.565141913,0.631499868
0.006019912,0.709463692,0.435709782,0.176262844,0.721436863,0.565141913,0.631499868,0.006251447,0.259975646,0.985412905,1.417892574,0.6392561,0.738589687,0.93727802
0.006251447,0.259975646,0.985412905,1.417892574,0.6392561,0.738589687,0.93727802,0.006482982,0.560791589,1.166559927,1.215468959,0.97499458,0.812181881,0.715512399
0.006482982,0.560791589,1.166559927,1.215468959,0.97499458,0.812181881,0.715512399,0.006714517,0.946971459,1.160448761,-0.187895652,0.810432615,0.738589687,0.297010152
0.006714517,0.946971459,1.160448761,-0.187895652,0.810432615,0.738589687,0.297010152,0.006946052,1.20255269,0.856474855,0.847796952,0.975595902,0.874557421,0.706337182
0.006946052,1.20255269,0.856474855,0.847796952,0.975595902,0.874557421,0.706337182,0.007177587,0.168995672,0.793326143,0.426742232,0.45912656,0.417205188,0.107950747
0.007177587,0.168995672,0.793326143,0.426742232,0.45912656,0.417205188,0.107950747,0.007409122,0.685672071,1.032566961,0.292095394,0.452578825,0.341766349,0.460603648
0.007409122,0.685672071,1.032566961,0.292095394,0.452578825,0.341766349,0.460603648,0.007640658,0.851090207,1.233179177,1.274631964,0.99710989,0.625192049,0.662146341
0.007640658,0.851090207,1.233179177,1.274631964,0.99710989,0.625192049,0.662146341,0.007872193,0.898979778,1.05708707,0.734457862,0.276658543,0.172969383,0.322538477
0.007872193,0.898979778,1.05708707,0.734457862,0.276658543,0.172969383,0.322538477,0.008103728,0.483800679,1.115105421,0.871938178,1.030717145,0.636545492,0.817188784
0.008103728,0.483800679,1.115105421,0.871938178,1.030717145,0.636545492,0.817188784,0.008335263,1.07471102,1.001483008,0.643899929,1.098265723,0.474451161,0.559034378
0.008335263,1.07471102,1.001483008,0.643899929,1.098265723,0.474451161,0.559034378,0.008566798,0.803200635,0.827729742,0.943455144,0.824263036,0.222760385,0.635120021
0.008566798,0.803200635,0.827729742,0.943455144,0.824263036,0.222760385,0.635120021,0.008798333,0.632881221,0.579359898,0.496672451,1.007532816,0.3577706,0.529885899
0.008798333,0.632881221,0.579359898,0.496672451,1.007532816,0.3577706,0.529885899,0.009029868,0.654120093,0.670348365,0.791240746,0.858538427,0.574169952,0.773996606
0.009029868,0.654120093,0.670348365,0.791240746,0.858538427,0.574169952,0.773996606,0.009261403,0.125088389,0.806680172,1.205041763,0.997778027,0.230694116,0.619453494
0.009261403,0.125088389,0.806680172,1.205041763,0.997778027,0.230694116,0.619453494,0.009492938,0.201670859,0.545484425,0.710883331,0.623888966,0.352025484,0.520773098
0.009492938,0.201670859,0.545484425,0.710883331,0.623888966,0.352025484,0.520773098,0.009724473,0.219948542,0.881824875,0.585303619,0.594891852,0.26242904,0.520773098
0.009724473,0.219948542,0.881824875,0.585303619,0.594891852,0.26242904,0.520773098,0.009956008,-0.065448797,0.01924516,-0.097111041,0.322225437,-0.031119007,0.215619111
0.009956008,-0.065448797,0.01924516,-0.097111041,0.322225437,-0.031119007,0.215619111,0.010187543,-0.562622194,-0.314605556,0.065077196,-0.219766711,-0.548111011,0.186969964
0.010187543,-0.562622194,-0.314605556,0.065077196,-0.219766711,-0.548111011,0.186969964,0.010419078,-0.869462625,-0.51589679,0.120613351,-0.373571682,-0.650018417,-0.006957923
0.010419078,-0.869462625,-0.51589679,0.120613351,-0.373571682,-0.650018417,-0.006957923,0.010650614,-1.029877372,-1.161794187,-0.186762261,-1.749531531,-1.733656639,-0.740538373
0.010650614,-1.029877372,-1.161794187,-0.186762261,-1.749531531,-1.733656639,-0.740538373,0.010882149,-1.3448866,-1.594706144,-1.054713012,-1.895853376,-2.127607418,-1.699067681
0.010882149,-1.3448866,-1.594706144,-1.054713012,-1.895853376,-2.127607418,-1.699067681,0.011113684,-1.298732898,-1.359539436,-1.136317157,-1.730556461,-1.866956998,-1.495964577
0.011113684,-1.298732898,-1.359539436,-1.136317157,-1.730556461,-1.866956998,-1.495964577,0.011345219,-1.156697943,-1.402921168,-1.350754715,-1.622585638,-1.937676634,-1.751747159
0.011345219,-1.156697943,-1.402921168,-1.350754715,-1.622585638,-1.937676634,-1.751747159,0.011576754,-1.542877813,-1.753671898,-1.683291605,-1.967678026,-2.140123563,-2.249643121
0.011576754,-1.542877813,-1.753671898,-1.683291605,-1.967678026,-2.140123563,-2.249643121,0.011808289,-1.400536528,-1.652271816,-1.694172158,-1.978368206,-2.19565968,-2.214502664
0.011808289,-1.400536528,-1.652271816,-1.694172158,-1.978368206,-2.19565968,-2.214502664,0.012039824,-1.624259451,-1.601571775,-1.101975413,-2.011908647,-2.116459158,-1.986370566
0.012039824,-1.624259451,-1.601571775,-1.101975413,-2.011908647,-2.116459158,-1.986370566,0.012271359,-1.512857485,-1.466145326,0.064170484,-1.727015339,-1.622447616,-0.478326898
0.012271359,-1.512857485,-1.466145326,0.064170484,-1.727015339,-1.622447616,-0.478326898,0.012502894,-1.838486148,-1.352824699,-0.227564334,-1.175201587,-0.708290304,0.130919998
0.012502894,-1.838486148,-1.352824699,-0.227564334,-1.175201587,-0.708290304,0.130919998,0.012734429,-1.892400207,-1.663890575,-0.710842213,-0.75367441,-0.719164987,-0.049026606
0.012734429,-1.892400207,-1.663890575,-0.710842213,-0.75367441,-0.719164987,-0.049026606,0.012965964,-1.692775235,-1.769213875,-0.400066429,-0.203263745,-0.33157487,0.014014001
0.012965964,-1.692775235,-1.769213875,-0.400066429,-0.203263745,-0.33157487,0.014014001,0.013197499,-1.728309501,-1.406467153,-0.156387385,0.405074335,0.341766349,0.429020928
0.013197499,-1.728309501,-1.406467153,-0.156387385,0.405074335,0.341766349,0.429020928,0.013429034,-1.848084484,-1.327625571,-0.095297616,-0.412323586,-0.170369664,-0.040225887
0.013429034,-1.848084484,-1.327625571,-0.095297616,-0.412323586,-0.170369664,-0.040225887,0.01366057,-1.180489564,-0.217128692,0.084911537,-0.190502342,0.000615917,0.225917824
0.01366057,-1.180489564,-0.217128692,0.084911537,-0.190502342,0.000615917,0.225917824,0.013892105,-0.980047712,-0.278164902,0.409741369,0.139156097,0.302097694,0.303938377
0.013892105,-0.980047712,-0.278164902,0.409741369,0.139156097,0.302097694,0.303938377,0.01412364,-1.321094979,-0.723072851,0.072670915,0.210379424,0.341766349,0.428396764
0.01412364,-1.321094979,-0.723072851,0.072670915,0.210379424,0.341766349,0.428396764,0.014355175,-1.023648665,-0.61820223,-0.408340182,0.293228323,0.072019496,0.433327662
0.014355175,-1.023648665,-0.61820223,-0.408340182,0.293228323,0.072019496,0.433327662,0.01458671,-1.493660812,-0.946922585,-0.299194639,0.289085878,-0.031119007,0.347692303
0.01458671,-1.493660812,-0.946922585,-0.299194639,0.289085878,-0.031119007,0.347692303,0.014818245,-1.587295646,-1.386700173,-0.378191984,0.24271722,0.151356806,0.355868857
0.014818245,-1.587295646,-1.386700173,-0.378191984,0.24271722,0.151356806,0.355868857,0.01504978,-1.763333217,-1.590782927,-0.451635715,0.264231208,-0.128512394,0.217117105
0.01504978,-1.763333217,-1.590782927,-0.451635715,0.264231208,-0.128512394,0.217117105,0.015281315,-1.676131311,-1.767252266,-0.352237333,-0.061819295,0.040284572,0.324660636
0.015281315,-1.676131311,-1.767252266,-0.352237333,-0.061819295,0.040284572,0.324660636,0.01551285,-1.610678827,-1.420952879,0.060656972,0.135815416,0.230694116,0.304999457
0.01551285,-1.610678827,-1.420952879,0.060656972,0.135815416,0.230694116,0.304999457,0.015744385,-1.494375582,-0.427020826,0.350918381,0.160670085,0.222760385,0.344883563
0.015744385,-1.494375582,-0.427020826,0.350918381,0.160670085,0.222760385,0.344883563,0.01597592,-1.423817599,-0.950317677,0.356585336,0.318082992,0.421103659,0.39793754
0.01597592,-1.423817599,-0.950317677,0.356585336,0.318082992,0.421103659,0.39793754,0.016207455,-0.859660069,-0.157299625,-0.046335129,0.380219666,0.26242904,0.3996852
0.016207455,-0.859660069,-0.157299625,-0.046335129,0.380219666,0.26242904,0.3996852,0.016438991,-0.429879246,-0.074912059,0.305922763,0.376077221,0.421103659,0.44250288
0.016438991,-0.429879246,-0.074912059,0.305922763,0.376077221,0.421103659,0.44250288,0.016670526,-1.254110845,-0.655472796,-0.13711974,0.405074335,0.381435004,0.385703917
0.016670526,-1.254110845,-0.655472796,-0.13711974,0.405074335,0.381435004,0.385703917,0.016902061,-0.717727224,-0.089171445,-0.18574221,0.463068564,0.361053523,0.396689211
0.016902061,-0.717727224,-0.089171445,-0.18574221,0.463068564,0.361053523,0.396689211,0.017133596,-0.566400262,-0.010782543,0.121406724,0.318082992,0.270362771,0.39793754
0.017133596,-0.566400262,-0.010782543,0.121406724,0.318082992,0.270362771,0.39793754,0.017365131,-0.401696897,0.04761304,-0.15083377,0.65288608,0.34970008,0.610652776
0.017365131,-0.401696897,0.04761304,-0.15083377,0.65288608,0.34970008,0.610652776,0.017596666,-0.682907727,-0.330977444,0.109846137,0.492065679,0.545854739,0.472962103
0.017596666,-0.682907727,-0.330977444,0.109846137,0.492065679,0.545854739,0.472962103,0.017828201,-1.236956372,-0.761927793,-0.28287381,0.463068564,0.353119792,0.376591116
0.017828201,-1.236956372,-0.761927793,-0.28287381,0.463068564,0.353119792,0.376591116,0.018059736,-0.994853656,-0.478399885,-0.320842405,0.376077221,0.18309173,0.335021765
0.018059736,-0.994853656,-0.478399885,-0.320842405,0.376077221,0.18309173,0.335021765,0.018291271,-0.902648362,-0.333165393,-0.353710741,0.318082992,0.072019496,0.334460017
0.018291271,-0.902648362,-0.333165393,-0.353710741,0.318082992,0.072019496,0.334460017,0.018522806,-0.764799915,-0.388769455,-0.366631397,0.289085878,0.18309173,0.283777866
0.018522806,-0.764799915,-0.388769455,-0.366631397,0.289085878,0.18309173,0.283777866,0.018754341,-0.679742318,-0.396917676,-0.114791939,0.318082992,0.421103659,0.294700744
0.018754341,-0.679742318,-0.396917676,-0.114791939,0.318082992,0.421103659,0.294700744,0.018985876,-0.637877235,-0.440299408,-0.493797856,0.06793277,0.143423075,0.24089777
0.018985876,-0.637877235,-0.440299408,-0.493797856,0.06793277,0.143423075,0.24089777,0.019217411,-0.390464801,-0.3867324,-0.387372451,0.033590565,0.087886958,0.236778285
0.019217411,-0.390464801,-0.3867324,-0.387372451,0.033590565,0.087886958,0.236778285,0.019448947,-0.313065451,0.077263511,-0.001792867,0.210379424,0.26242904,0.313176011
0.019448947,-0.313065451,0.077263511,-0.001792867,0.210379424,0.26242904,0.313176011,0.019680482,-0.898972403,-0.299365365,-0.025934093,0.210379424,0.26242904,0.248762242
0.019680482,-0.898972403,-0.299365365,-0.025934093,0.210379424,0.26242904,0.248762242,0.019912017,-1.274022287,-0.70783266,0.324737052,-0.288384307,-0.176388357,0.116626633
0.019912017,-1.274022287,-0.70783266,0.324737052,-0.288384307,-0.176388357,0.116626633,0.020143552,-1.175894616,-1.317666635,-0.112978514,-1.554368925,-1.160102604,-0.185718615
0.020143552,-1.175894616,-1.317666635,-0.112978514,-1.554368925,-1.160102604,-0.185718615,0.020375087,-1.157821153,-0.689725502,0.33981115,-1.598265478,-0.916071982,0.026871789
0.020375087,-1.157821153,-0.689725502,0.33981115,-1.598265478,-0.916071982,0.026871789,0.020606622,-0.887025538,-0.418570819,0.155635129,-0.660536213,-0.166813164,0.244517924
0.020606622,-0.887025538,-0.418570819,0.155635129,-0.660536213,-0.166813164,0.244517924,0.020838157,-0.666263804,-0.389297581,-0.456509296,0.322225437,0.341766349,0.266363679
0.020838157,-0.666263804,-0.389297581,-0.456509296,0.322225437,0.341766349,0.266363679,0.021069692,0.072910199,0.132641234,0.396707374,0.243518984,0.143423075,0.276225477
0.021069692,0.072910199,0.132641234,0.396707374,0.243518984,0.143423075,0.276225477,0.021301227,0.043094091,-0.103355385,0.713830147,-0.012778092,0.230694116,0.206319061
0.021301227,0.043094091,-0.103355385,0.713830147,-0.012778092,0.230694116,0.206319061,0.021532762,-0.108028651,0.205522543,0.102139079,0.135815416,0.072019496,0.190215619
0.021532762,-0.108028651,0.205522543,0.102139079,0.135815416,0.072019496,0.190215619,0.021764297,-0.13651733,-0.14666167,-0.267233015,-0.125492682,-0.160247318,0.125864266
0.021764297,-0.13651733,-0.14666167,-0.267233015,-0.125492682,-0.160247318,0.125864266,0.021995832,-0.392507,-0.275448828,0.176602861,-0.090014646,-0.057108815,0.22598024
0.021995832,-0.392507,-0.275448828,0.176602861,-0.090014646,-0.057108815,0.22598024,0.022227367,-1.300775097,-1.189860281,-0.526326175,-1.969882875,-1.831050026,-0.357800747
0.022227367,-1.300775097,-1.189860281,-0.526326175,-1.969882875,-1.831050026,-0.357800747,0.022458903,-1.611291486,-1.707498646,-0.39371944,-2.1661145,-2.13636188,-1.206040201
0.022458903,-1.611291486,-1.707498646,-0.39371944,-2.1661145,-2.13636188,-1.206040201,0.022690438,-1.659793718,-1.750729485,-2.379533635,-2.630469212,-2.604452008,-2.584757001
0.022690438,-1.659793718,-1.750729485,-2.379533635,-2.630469212,-2.604452008,-2.584757001,0.022921973,-1.178141035,-1.783850494,-3.020352849,-2.255043438,-2.430320292,-2.728002737
0.022921973,-1.178141035,-1.783850494,-3.020352849,-2.255043438,-2.430320292,-2.728002737,0.023153508,-1.320686539,-1.761065654,-2.576743651,-2.28711398,-2.33285851,-2.569964304
0.023153508,-1.320686539,-1.761065654,-2.576743651,-2.28711398,-2.33285851,-2.569964304,0.023385043,-0.945942985,-1.574863718,-2.255767349,-2.14807482,-2.305022058,-2.541315157
0.023385043,-0.945942985,-1.574863718,-2.255767349,-2.14807482,-2.305022058,-2.541315157,0.023616578,-0.936855199,-1.317817528,-1.455593373,-2.205334099,-2.193949824,-2.450436817
0.023616578,-0.936855199,-1.317817528,-1.455593373,-2.205334099,-2.193949824,-2.450436817,0.023848113,-0.899687173,-1.307556805,-1.414111267,-2.139121794,-2.118716168,-2.381404231
0.023848113,-0.899687173,-1.307556805,-1.414111267,-2.139121794,-2.118716168,-2.381404231,0.024079648,-0.862314927,-1.297220636,-1.372855838,-2.072709048,-2.043482512,-2.312746144
0.024079648,-0.862314927,-1.297220636,-1.372855838,-2.072709048,-2.043482512,-2.312746144,0.024311183,-0.825146902,-1.28703536,-1.331260392,-2.006363116,-1.968248856,-2.244088057
0.024311183,-0.825146902,-1.28703536,-1.331260392,-2.006363116,-1.968248856,-2.244088057,0.024542718,-0.787774656,-1.276774637,-1.289778285,-1.940083997,-1.8930152,-2.175429971
0.024542718,-0.787774656,-1.276774637,-1.289778285,-1.940083997,-1.8930152,-2.175429971,0.024774253,-0.750606631,-1.266513915,-1.248522856,-1.873804879,-1.817781545,-2.106771884
0.024774253,-0.750606631,-1.266513915,-1.248522856,-1.873804879,-1.817781545,-2.106771884,0.025005788,-0.713234385,-1.256253192,-1.207040749,-1.807458946,-1.742547889,-2.038051381
0.025005788,-0.713234385,-1.256253192,-1.207040749,-1.807458946,-1.742547889,-2.038051381,0.025237323,-0.67606636,-1.245917023,-1.165445303,-1.741113014,-1.667314233,-1.968831546
0.025237323,-0.67606636,-1.245917023,-1.165445303,-1.741113014,-1.667314233,-1.968831546,0.025468859,-0.638694114,-1.235731747,-1.124189874,-1.674833895,-1.592080577,-1.900173459
0.025468859,-0.638694114,-1.235731747,-1.124189874,-1.674833895,-1.592080577,-1.900173459,0.025700394,-0.601526089,-1.225471025,-1.082707768,-1.608554777,-1.516846921,-1.831515372
0.025700394,-0.601526089,-1.225471025,-1.082707768,-1.608554777,-1.516846921,-1.831515372,0.025931929,-0.564153843,-1.215134855,-1.041112321,-1.542208844,-1.441613265,-1.762857285
0.025931929,-0.564153843,-1.215134855,-1.041112321,-1.542208844,-1.441613265,-1.762857285,0.026163464,-0.526985818,-1.204949579,-0.999856893,-1.475796098,-1.36637961,-1.694199198
0.026163464,-0.526985818,-1.204949579,-0.999856893,-1.475796098,-1.36637961,-1.694199198,0.026394999,-0.489613572,-1.19461341,-0.958374786,-1.409583793,-1.291145954,-1.625541112
0.026394999,-0.489613572,-1.19461341,-0.958374786,-1.409583793,-1.291145954,-1.625541112,0.026626534,-0.452445547,-1.184352688,-0.916892679,-1.343304675,-1.215912298,-1.55644611
0.026626534,-0.452445547,-1.184352688,-0.916892679,-1.343304675,-1.215912298,-1.55644611,0.026858069,-0.415073301,-1.174167412,-0.875297233,-1.276958742,-1.140678642,-1.487600774
0.026858069,-0.415073301,-1.174167412,-0.875297233,-1.276958742,-1.140678642,-1.487600774,0.027089604,-0.377905276,-1.163831243,-0.834155143,-1.210545996,-1.065444986,-1.418942687
0.027089604,-0.377905276,-1.163831243,-0.834155143,-1.210545996,-1.065444986,-1.418942687,0.027321139,-0.34053303,-1.15357052,-0.792559697,-1.144333691,-0.99021133,-1.3502846
0.027321139,-0.34053303,-1.15357052,-0.792559697,-1.144333691,-0.99021133,-1.3502846,0.027552674,-0.303365005,-1.143309797,-0.750964251,-1.078054573,-0.914977674,-1.281626513
0.027552674,-0.303365005,-1.143309797,-0.750964251,-1.078054573,-0.914977674,-1.281626513,0.027784209,-0.265992759,-1.133049075,-0.709822162,-1.011641827,-0.840291172,-1.212968426
0.027784209,-0.265992759,-1.133049075,-0.709822162,-1.011641827,-0.840291172,-1.212968426,0.028015744,-0.228824734,-1.122788352,-0.668226716,-0.945295894,-0.765194305,-1.14412309
0.028015744,-0.228824734,-1.122788352,-0.668226716,-0.945295894,-0.765194305,-1.14412309,0.028247279,-0.191452488,-1.11252763,-0.626744609,-0.879083589,-0.689960649,-1.075028088
0.028247279,-0.191452488,-1.11252763,-0.626744609,-0.879083589,-0.689960649,-1.075028088,0.028478815,-0.154284463,-1.102266907,-0.585375841,-0.812737657,-0.614726993,-1.006370002
0.028478815,-0.154284463,-1.102266907,-0.585375841,-0.812737657,-0.614726993,-1.006370002,0.02871035,-0.116912217,-1.092006185,-0.544007073,-0.746391725,-0.539493338,-0.937711915
0.02871035,-0.116912217,-1.092006185,-0.544007073,-0.746391725,-0.539493338,-0.937711915,0.028941885,-0.079744192,-1.081745462,-0.502411627,-0.680045792,-0.464259682,-0.869053828
0.028941885,-0.079744192,-1.081745462,-0.502411627,-0.680045792,-0.464259682,-0.869053828,0.02917342,-0.042371946,-1.071484739,-0.461042859,-0.613833487,-0.389026026,-0.800395741
0.02917342,-0.042371946,-1.071484739,-0.461042859,-0.613833487,-0.389026026,-0.800395741,0.029404955,-0.005203921,-1.06114857,-0.419674091,-0.547487555,-0.31379237,-0.731737654
0.029404955,-0.005203921,-1.06114857,-0.419674091,-0.547487555,-0.31379237,-0.731737654,0.02963649,0.032168325,-1.050963294,-0.378078645,-0.481141623,-0.238558714,-0.662517819
0.02963649,0.032168325,-1.050963294,-0.378078645,-0.481141623,-0.238558714,-0.662517819,0.029868025,0.06933635,-1.040702572,-0.336709877,-0.414728877,-0.163325058,-0.593797316
0.029868025,0.06933635,-1.040702572,-0.336709877,-0.414728877,-0.163325058,-0.593797316,0.03009956,0.106708596,-1.030366403,-0.29534111,-0.348583385,-0.088091402,-0.525139229
0.03009956,0.106708596,-1.030366403,-0.29534111,-0.348583385,-0.088091402,-0.525139229,0.030331095,0.143876621,-1.020181126,-0.253859003,-0.282237453,-0.012857747,-0.456481143
0.030331095,0.143876621,-1.020181126,-0.253859003,-0.282237453,-0.012857747,-0.456481143,0.03056263,0.181248867,-1.009844957,-0.212263557,-0.215891521,0.062375909,-0.387823056
0.03056263,0.181248867,-1.009844957,-0.212263557,-0.215891521,0.062375909,-0.387823056,0.030794165,0.218416892,-0.999584235,-0.171008128,-0.149478775,0.137609565,-0.319164969
0.030794165,0.218416892,-0.999584235,-0.171008128,-0.149478775,0.137609565,-0.319164969,0.0310257,0.255789138,-0.989398959,-0.129526021,-0.083333283,0.212843221,-0.2501948
0.0310257,0.255789138,-0.989398959,-0.129526021,-0.083333283,0.212843221,-0.2501948,0.031257235,0.292957164,-0.97906279,-0.087930575,-0.016987351,0.288076877,-0.181224631
0.031257235,0.292957164,-0.97906279,-0.087930575,-0.016987351,0.288076877,-0.181224631,0.031488771,0.330329409,-0.968802067,-0.046675146,0.049425395,0.363310533,-0.112566544
0.031488771,0.330329409,-0.968802067,-0.046675146,0.049425395,0.363310533,-0.112566544,0.031720306,0.367497435,-0.958541344,-0.005193039,0.115771327,0.438544188,-0.043908457
0.031720306,0.367497435,-0.958541344,-0.005193039,0.115771327,0.438544188,-0.043908457,0.031951841,0.40486968,-0.948280622,0.036289068,0.181916819,0.513777844,0.02474963
0.031951841,0.40486968,-0.948280622,0.036289068,0.181916819,0.513777844,0.02474963,0.032183376,0.442037706,-0.938095346,0.077771175,0.248329565,0.5890115,0.093407716
0.032183376,0.442037706,-0.938095346,0.077771175,0.248329565,0.5890115,0.093407716,0.032414911,0.479409951,-0.927759177,0.119026603,0.314675497,0.664245156,0.16212822
0.032414911,0.479409951,-0.927759177,0.119026603,0.314675497,0.664245156,0.16212822,0.032646446,0.516577977,-0.917498454,0.160622049,0.381021429,0.739478812,0.231348054
0.032646446,0.516577977,-0.917498454,0.160622049,0.381021429,0.739478812,0.231348054,0.032877981,0.553950222,-0.907162285,0.202104156,0.447166921,0.814712468,0.300006141
0.032877981,0.553950222,-0.907162285,0.202104156,0.447166921,0.814712468,0.300006141,0.033109516,0.591118248,-0.896977009,0.243359585,0.513579667,0.889946124,0.368664228
0.033109516,0.591118248,-0.896977009,0.243359585,0.513579667,0.889946124,0.368664228,0.033341051,0.450819162,-0.023910232,0.330517345,0.65288608,0.778258342,0.430269257
0.033341051,0.450819162,-0.023910232,0.330517345,0.65288608,0.778258342,0.430269257,0.033572586,0.999251759,0.708750628,0.683228593,0.52634107,0.523147854,0.454674086
0.033572586,0.999251759,0.708750628,0.683228593,0.52634107,0.523147854,0.454674086,0.033804121,0.946869349,0.840706538,0.510726498,0.65288608,0.523147854,0.387513994
0.033804121,0.946869349,0.840706538,0.510726498,0.65288608,0.523147854,0.387513994,0.034035656,0.7659305,0.352643197,0.34355134,0.550059907,0.574169952,0.303376629
0.034035656,0.7659305,0.352643197,0.34355134,0.550059907,0.574169952,0.303376629,0.034267191,0.554052332,0.755452005,0.690708973,0.405074335,0.341766349,0.303938377
0.034267191,0.554052332,0.755452005,0.690708973,0.405074335,0.341766349,0.303938377,0.034498727,1.616812799,0.974171378,-0.095410955,0.550059907,0.625192049,0.306747117
0.034498727,1.616812799,0.974171378,-0.095410955,0.550059907,0.625192049,0.306747117,0.034730262,0.574372214,1.692120173,0.243812941,0.584335298,0.625192049,0.533443636
0.034730262,0.574372214,1.692120173,0.243812941,0.584335298,0.625192049,0.533443636,0.034961797,0.718040928,0.27930921,0.526027275,0.858538427,0.676214147,0.476020509
0.034961797,0.718040928,0.27930921,0.526027275,0.858538427,0.676214147,0.476020509,0.035193332,0.453780351,0.293191364,0.44941005,0.762527244,0.948286404,0.680247109
0.035193332,0.453780351,0.293191364,0.44941005,0.762527244,0.948286404,0.680247109,0.035424867,0.184720606,0.658352373,0.765172755,0.468346841,0.596876837,0.374468957
0.035424867,0.184720606,0.658352373,0.765172755,0.468346841,0.596876837,0.374468957,0.035656402,0.531690251,0.495689742,-0.005873074,0.755712254,0.829280439,0.57707273
