time,way1,way2,way3,way4,way5,way6
87,14.383,22.432,37.373000000000005,43.851000000000006,43.464,55.117
88,15.344000000000001,14.349,33.510999999999996,24.903000000000002,29.081,50.273
89,15.520999999999999,22.671999999999997,37.506,24.246,32.649,53.678999999999995
90,18.173,26.266,35.881,38.281,43.604,57.166000000000004
91,20.335,26.654,30.48,52.99,51.04,57.516000000000005
92,27.574,33.571999999999996,38.008,51.812,48.14,57.674
93,27.281999999999996,30.444000000000003,40.806,47.976000000000006,49.416000000000004,56.553999999999995
94,25.802,34.538000000000004,35.409,50.2,47.096000000000004,56.29600000000001
95,25.523000000000003,29.87,32.15,46.288999999999994,43.7,55.265
96,23.016,28.163,36.066,46.82,45.208,56.869
97,14.120999999999999,16.043,29.864,18.684,19.271,47.516000000000005
98,11.08,9.182,31.034000000000002,15.747,14.807,33.926
99,10.605,8.609,13.513,8.797,7.962999999999999,11.837
100,15.322000000000001,8.17,7.859,14.415999999999999,10.509,9.542
101,13.925999999999998,8.472000000000001,11.773,13.936,11.934000000000001,12.074000000000002
102,17.596,10.94,14.605,16.017,12.341,12.533
103,17.685,14.347000000000001,21.665,15.16,13.965,13.989
104,18.049,14.482999999999999,22.031,16.151,15.065,15.095
105,18.415,14.62,22.395,17.145,16.165,16.195
106,18.779,14.755,22.761999999999997,18.137999999999998,17.265,17.295
107,19.145,14.890999999999998,23.128,19.13,18.365,18.395
108,19.509,15.027000000000001,23.491999999999997,20.122,19.465,19.495
109,19.875,15.163,23.858,21.115,20.565,20.596
110,20.239,15.3,24.225,22.108,21.665,21.705
111,20.605,15.435,24.589000000000002,23.1,22.765,22.805
112,20.969,15.571,24.955,24.092,23.865,23.905
113,21.335,15.708,25.322,25.085,24.965,25.005
114,21.699,15.843,25.686,26.079,26.065,26.105
115,22.065,15.98,26.052,27.07,27.165,27.205
116,22.429000000000002,16.116,26.418000000000003,28.061999999999998,28.265,28.311999999999998
117,22.795,16.250999999999998,26.785,29.055,29.365,29.415
118,23.159000000000002,16.387999999999998,27.148000000000003,30.049,30.465,30.515
119,23.525,16.524,27.515,31.04,31.565,31.615
120,23.889,16.66,27.881999999999998,32.032,32.665,32.715
121,24.255,16.796,28.245,33.025999999999996,33.757,33.815
122,24.619,16.932000000000002,28.612,34.019,34.855,34.918
123,24.985,17.067999999999998,28.978,35.01,35.955,36.025
124,25.349,17.204,29.343000000000004,36.003,37.055,37.125
125,25.715,17.34,29.708000000000002,36.996,38.155,38.225
126,26.079,17.476,30.075,37.989000000000004,39.255,39.325
127,26.445,17.612000000000002,30.44,38.98,40.355,40.425
128,26.809,17.749000000000002,30.805,39.973,41.455,41.525
129,27.175,17.884,31.171999999999997,40.966,42.555,42.63399999999999
130,27.539,18.02,31.537,41.96,43.655,43.735
131,27.905,18.157,31.901999999999997,42.95,44.755,44.835
132,28.269000000000002,18.292,32.268,43.943000000000005,45.855,45.935
133,28.635,18.429000000000002,32.635,44.93600000000001,46.955,47.035
134,28.999000000000002,18.565,32.999,45.93,48.055,48.135
135,29.365,18.7,33.365,46.92,49.155,49.24
136,29.729,18.837,33.732,47.913000000000004,50.255,50.345
137,30.095,18.973,34.096,48.907,51.355,51.445
138,30.459,19.109,34.461999999999996,49.9,52.455,52.545
139,30.825,19.245,34.828,50.89,53.555,53.645
140,31.189,19.38,35.194,51.88399999999999,54.655,54.745
141,31.555,19.517,35.558,52.876999999999995,55.755,55.846000000000004
142,31.919,19.653,35.925,53.87,56.855,56.955
143,32.285,19.79,36.291,54.86,57.955,58.055
144,32.649,19.925,36.655,55.854,59.055,59.155
145,31.275,31.497,37.424,57.93899999999999,57.422,60.141999999999996
146,36.646,41.208,40.536,56.045,53.692,60.533
147,36.133,42.957,39.014,57.93899999999999,53.692,59.457
148,34.361,36.488,37.539,56.4,54.438,58.108999999999995
149,32.286,41.827,40.602,54.23,51.04,58.118
150,42.693999999999996,44.726000000000006,33.666,56.4,55.184,58.163000000000004
151,32.485,54.242,36.659,56.913000000000004,55.184,61.795
152,33.891999999999996,35.516,39.149,61.016999999999996,55.93,60.875
153,31.304000000000002,35.7,38.473,59.58,59.908,64.14699999999999
154,28.669,40.54,41.25899999999999,55.177,54.77,59.248000000000005
155,32.067,38.384,34.455999999999996,59.478,58.168,62.494
156,29.2,41.464,37.254,54.805,55.184,61.423
157,31.087,34.03,38.726,52.803999999999995,51.38,58.733999999999995
158,38.847,39.106,44.089,52.928000000000004,53.858000000000004,53.575
159,33.631,34.772,43.346000000000004,63.247,57.422,57.438
160,33.709,43.724,45.45399999999999,59.075,52.118,61.232
161,32.12,37.677,37.698,58.097,55.93,59.562
162,31.223000000000003,44.986999999999995,46.483999999999995,52.299,50.71,59.165
163,43.048,43.622,52.523,56.1,52.11,54.217
164,29.366999999999997,40.688,43.631,58.261,51.62,62.547
165,32.24,35.616,50.847,67.68,60.902,64.407
166,31.465,38.571,40.916,61.327,52.516000000000005,64.84899999999999
167,34.843,41.495,47.81,60.093,64.63,64.095
168,35.196,47.946999999999996,38.344,59.067,56.758,65.017
169,35.972,48.027,45.18,71.721,65.777,59.333
170,35.255,51.065,40.91,70.721,66.343,59.703
171,32.565,52.315,35.475,66.006,62.913999999999994,61.59
172,29.662,53.565,38.457,62.0,57.763999999999996,60.613
173,28.738000000000003,54.815,50.431999999999995,56.113,52.98,60.604
174,35.429,56.739,46.052,55.075,54.273,55.442
175,33.058,43.231,41.73,58.427,50.792,61.31399999999999
176,32.328,38.751999999999995,40.066,53.838,48.456,58.748999999999995
177,36.238,48.422,44.585,57.309,50.626000000000005,55.208
178,36.917,48.706,43.644,60.195,53.692,61.198
179,33.893,46.578,39.143,58.965,53.111999999999995,60.122
180,34.675,42.552,35.16,55.769,47.676,57.508
181,31.05,36.449,41.724,59.263999999999996,56.758,64.097
182,31.755,35.864000000000004,35.148,61.733999999999995,54.604,63.817
183,30.129,36.603,36.751999999999995,59.58,50.04600000000001,62.284
184,32.12,43.068999999999996,44.792,57.505,53.692,60.327
185,31.39,34.293,35.723,56.992,48.952,60.328
186,30.66,34.986999999999995,38.504,53.875,51.04,61.31399999999999
187,28.543000000000003,35.247,38.227,51.316,42.508,56.57899999999999
188,22.912,28.232,34.219,49.928000000000004,42.36,55.731
189,25.686999999999998,36.764,36.080999999999996,48.861999999999995,45.523999999999994,57.994
190,17.785999999999998,20.925,29.763,39.358000000000004,38.171,53.302
191,15.357999999999999,15.757,29.574,19.25,19.954,41.756
192,13.142999999999999,10.421,19.916,24.709,20.065,22.57
193,14.005,11.581,21.737,27.910999999999998,22.185,31.307
194,14.120999999999999,16.36,29.590999999999998,22.05,26.474,43.218
195,13.501,11.642000000000001,26.730999999999998,21.261,18.07,36.179
196,10.467,7.6979999999999995,19.133,18.07,13.54,25.836
197,11.634,10.968,26.078000000000003,17.511,13.238,27.502
198,10.056000000000001,9.329,29.694000000000003,21.054000000000002,17.643,39.602
199,10.883,14.512,28.537,28.998,33.914,52.369
200,9.613,10.106,24.595,37.115,32.981,48.111000000000004
201,15.203,11.319,23.938000000000002,33.052,26.415,27.43
202,10.924000000000001,6.53,26.85,37.942,34.218,49.129
203,9.441,6.617000000000001,19.498,39.338,33.49,48.501000000000005
204,10.157,6.3420000000000005,10.625,34.606,24.184,18.808
205,8.865,6.824,13.005,36.336999999999996,26.096,24.288
206,7.184,5.669,19.539,37.965,27.836,41.107
207,8.686,5.64,9.004,40.979,25.406,41.663999999999994
208,9.464,5.524,8.769,44.596000000000004,28.552,47.549
209,8.157,5.909,7.727,38.385,23.615,29.613000000000003
210,8.806000000000001,5.318,8.084,37.399,27.261999999999997,34.741
211,8.935,6.268,8.993,40.585,24.744,36.866
212,9.691,5.649,7.313,38.53,28.487,39.085
213,10.315999999999999,10.414000000000001,21.928,40.582,36.247,55.608999999999995
214,10.507,15.63,35.775999999999996,42.486000000000004,42.772,53.397
215,22.804000000000002,33.238,34.514,40.109,46.052,57.481
216,23.234,35.358000000000004,35.659,51.378,52.36600000000001,60.504
217,19.018,27.456,33.685,53.79600000000001,52.36600000000001,58.626000000000005
218,21.982,30.219,35.3,53.79600000000001,52.2,58.831
219,28.576,38.153,37.083,53.79600000000001,50.626000000000005,59.271
220,24.408,26.664,33.172,54.663999999999994,51.62,60.298
221,26.134,31.691999999999997,34.655,54.663999999999994,48.836000000000006,59.986000000000004
222,22.926,29.166,37.347,54.663999999999994,47.096000000000004,58.118
223,23.595,27.993000000000002,30.171999999999997,55.966,52.946000000000005,58.118
224,12.328,13.799000000000001,34.275,52.06,46.98,57.952
225,11.220999999999998,12.936,35.652,53.79600000000001,51.04,59.153
226,19.21,25.468000000000004,34.707,54.23,52.2,59.272
227,17.625999999999998,25.836,36.345,52.556000000000004,51.62,57.349
228,16.445,29.693,40.126,50.943999999999996,49.3,57.158
229,19.245,26.55,35.809,50.25,49.3,57.84
230,16.167,22.416,36.078,44.994,44.66,58.17100000000001
231,21.203000000000003,29.726999999999997,38.071999999999996,50.943999999999996,51.04,57.026
232,24.653000000000002,34.199,35.519,51.378,47.792,56.876000000000005
233,24.613000000000003,32.757,37.107,49.828,47.56,56.405
234,23.064,31.802,37.194,48.762,47.096000000000004,54.945
235,25.706999999999997,37.801,40.729,52.928000000000004,49.88,59.67
236,23.546,30.86,36.251,52.99,48.836000000000006,58.662
237,24.758000000000003,30.412,37.472,52.06,51.62,58.275
238,23.849,33.989000000000004,40.024,50.943999999999996,47.676,56.868
239,26.439,28.855,31.586,49.556000000000004,46.516000000000005,57.506
240,25.634,34.033,34.196999999999996,38.623000000000005,46.98,56.57
241,16.134,21.649,34.305,26.031,28.973000000000003,51.573
242,13.368,12.610999999999999,33.431,22.416999999999998,20.410999999999998,41.153
243,14.387,15.138,30.459,18.485,16.489,31.533
244,11.052999999999999,9.627,20.99,16.192,13.554,24.706999999999997
245,11.257,9.844,25.49,18.485,13.637,18.813
246,12.549000000000001,13.106,27.995,16.232,13.097999999999999,17.824
247,15.312999999999999,16.479,26.078000000000003,13.890999999999998,13.911,16.09
248,10.548,9.017999999999999,15.982000000000001,11.161,10.254000000000001,8.795
249,12.809000000000001,7.622999999999999,9.806000000000001,12.7,10.398,9.443
250,15.36,9.632,10.645999999999999,11.163,10.338,9.191
251,10.925999999999998,9.449,13.08,11.023,9.66,8.818999999999999
252,9.927,10.074,20.621,11.792,10.716,9.799
253,12.415,10.122,16.398,10.353,9.522,8.501
254,17.910999999999998,16.449,15.22,10.982000000000001,10.645,9.792
255,17.459,10.257,19.59,14.429,12.993,10.864
256,18.066,16.682000000000002,19.815,16.680999999999997,15.992,17.132
257,15.772,13.149000000000001,24.160999999999998,13.012,14.423,13.719000000000001
258,17.442999999999998,20.162,26.772,14.409,15.286,25.7
259,23.88,24.831,35.25,23.555999999999997,36.143,52.522
260,29.483,31.074,31.396,47.211000000000006,49.88,57.332
261,30.003,33.931,33.126999999999995,53.361999999999995,52.2,57.724
262,28.377,34.856,33.702,51.688,48.14,56.248000000000005
263,31.305999999999997,34.756,34.764,52.928000000000004,49.88,58.598
264,30.295,36.014,34.727,52.494,52.2,59.78
265,29.784000000000002,34.018,33.667,56.4,52.946000000000005,59.438
266,32.485,34.260999999999996,33.734,52.494,52.2,58.607
267,30.003,33.882,37.811,50.262,48.836000000000006,56.115
268,27.209,35.686,36.258,51.75,52.946000000000005,59.106
269,31.098000000000003,34.799,33.483000000000004,52.246,51.04,57.979
270,27.886,29.953000000000003,34.92,52.494,52.2,57.629
271,27.793000000000003,32.746,36.199,52.06,52.2,56.553999999999995
272,33.058,39.07,33.347,51.316,52.2,57.167
273,31.078000000000003,35.196999999999996,37.72,52.494,53.692,57.812
274,31.755,36.056,35.336,52.122,51.786,57.507
275,33.204,33.704,37.711999999999996,52.99,54.438,57.838
276,31.566999999999997,33.44,39.667,52.06,52.946000000000005,57.97
277,32.193000000000005,40.025999999999996,35.194,54.743,58.168,59.975
278,35.195,47.163000000000004,37.84,54.663999999999994,55.184,60.347
279,35.664,43.395,38.118,56.4,53.692,60.826
280,33.527,36.124,38.119,57.93899999999999,58.168,61.103
281,32.204,42.879,34.465,55.966,56.676,63.055
282,34.726,39.546,38.84,56.913000000000004,58.168,62.636
283,39.67,40.789,36.638000000000005,55.966,53.692,63.044
284,35.195,43.903999999999996,39.385,56.913000000000004,59.66,62.263999999999996
285,39.418,42.711000000000006,39.416,57.426,57.422,62.098
286,41.556999999999995,41.131,39.157,60.504,59.66,63.602
287,35.299,38.775999999999996,37.67,59.99100000000001,58.168,63.776
288,32.64,38.269,40.343,59.99100000000001,58.913999999999994,62.68
289,36.343,54.092,41.611999999999995,57.93899999999999,59.66,64.023
290,34.33,42.696000000000005,40.650999999999996,58.452,58.168,64.422
291,33.162,39.256,39.622,60.504,57.422,63.635
292,37.228,44.281000000000006,40.351,59.99100000000001,55.93,62.078
293,35.509,42.135,40.955999999999996,57.93899999999999,55.93,63.614
294,34.414,42.24,36.586999999999996,62.247,56.378,61.625
295,39.418,49.622,41.306999999999995,56.992,52.946000000000005,59.8
296,33.047,43.793,39.917,57.071000000000005,57.422,62.641999999999996
297,34.726,41.586000000000006,38.02,59.99100000000001,58.913999999999994,65.042
298,38.073,46.953,37.055,59.478,57.422,63.602
299,35.102,45.455,38.078,58.672,53.858000000000004,64.436
300,40.983999999999995,42.251999999999995,41.136,58.893,57.422,62.46
301,35.374,44.358000000000004,34.336999999999996,58.531000000000006,55.184,63.52
302,38.010999999999996,42.57899999999999,43.201,58.17,54.604,60.028999999999996
303,39.418,44.94,37.708,59.478,55.93,62.13
304,35.332,39.106,45.053000000000004,60.093,60.653999999999996,65.24
305,30.61,42.86,42.114,57.071000000000005,57.422,60.717
306,42.57899999999999,55.339,39.208,61.68600000000001,58.582,65.006
307,37.146,42.17,37.812,61.323,57.422,65.375
308,36.205999999999996,42.917,42.678000000000004,64.194,56.096000000000004,66.02
309,41.506,47.373000000000005,48.691,72.491,68.109,67.56
310,41.588,51.693000000000005,51.721000000000004,67.065,65.624,68.517
311,34.986999999999995,49.861999999999995,39.205,62.145,58.168,63.907
312,36.073,47.688,40.451,60.093,55.184,65.994
313,34.195,49.215,48.867,52.898999999999994,53.817,56.457
314,38.376,59.598,39.114000000000004,56.597,55.35,63.888999999999996
315,34.986999999999995,43.879,41.638000000000005,59.044,59.576,65.05199999999999
316,37.54,32.14,38.359,54.743,48.82,52.168
317,29.221999999999998,35.355,37.571,59.761,55.548,61.839
318,31.432,42.153,45.931999999999995,62.247,55.714,65.333
319,38.376,49.717,46.67100000000001,66.118,55.632,63.582
320,30.66,47.081,43.331,62.588,52.864,58.208999999999996
321,31.494,48.827,38.705999999999996,62.428000000000004,57.09,64.202
322,32.693000000000005,45.641000000000005,41.882,61.425,52.35,66.342
323,30.129,40.6,35.123000000000005,56.637,49.732,59.126999999999995
324,39.21,38.879,39.84,54.657,51.206,63.103
325,35.195,39.279,40.188,60.122,56.842,63.998000000000005
326,31.171,43.403999999999996,39.994,60.211000000000006,54.306000000000004,63.191
327,34.257,49.986000000000004,40.405,58.965,52.36600000000001,63.8
328,33.319,42.56399999999999,33.635,60.606,48.952,62.483999999999995
329,31.098000000000003,41.785,38.06,56.998999999999995,55.184,64.024
330,30.713,40.552,36.73,55.177,51.786,60.152
331,29.107,36.202,41.034,55.098,52.36600000000001,62.008
332,29.607,35.62,36.468,55.6,50.162,60.816
333,21.425,31.65,38.039,51.688,45.588,58.515
334,18.590999999999998,30.03,43.276,52.556000000000004,48.952,58.292
335,17.704,24.636,33.681,38.848,42.623999999999995,56.438
336,15.51,19.015,30.531999999999996,45.854,44.016000000000005,56.038999999999994
337,16.131,25.463,34.924,44.352,42.391999999999996,54.898999999999994
338,21.866999999999997,25.557,30.155,43.403,44.56399999999999,57.978
339,19.429000000000002,14.421,27.414,47.792,48.256,59.643
340,12.328,19.762,33.551,51.873999999999995,48.653999999999996,57.481
341,16.217,27.744,36.783,51.873999999999995,50.46,60.338
342,17.2,27.228,37.626,53.858000000000004,51.62,59.173
343,24.445,30.416999999999998,38.041,40.678000000000004,41.928000000000004,53.261
344,18.677,31.897,39.678000000000004,47.445,49.3,57.795
345,24.926,35.896,31.34,49.083999999999996,49.3,57.821000000000005
346,21.910999999999998,22.29,31.773000000000003,49.828,50.46,57.696999999999996
347,18.705,27.423000000000002,35.577,41.748000000000005,45.588,57.365
348,9.977,14.282,32.586999999999996,26.4,28.901999999999997,45.449
349,11.800999999999998,13.735999999999999,27.023000000000003,27.506,26.734,37.315
350,15.51,22.208000000000002,36.908,20.951,31.034000000000002,55.071999999999996
351,11.32,15.15,30.44,23.642,32.141,51.738
352,10.914000000000001,9.515,30.506,19.691,32.455999999999996,53.402
353,9.932,10.575,29.32,14.648,18.945,41.989
354,10.53,12.102,33.9,27.449,35.308,54.506
355,20.988000000000003,33.111999999999995,36.357,30.319000000000003,41.464,55.825
356,20.08,32.214,34.75,25.956,39.336,54.071999999999996
357,14.602,21.766,35.78,21.936,31.951,56.471000000000004
358,22.889,31.506,39.762,38.366,46.568000000000005,58.975
359,27.939,37.579,38.559,49.828,50.46,59.78
360,28.397,37.205,35.929,52.99,53.111999999999995,59.643
361,22.055,32.254,34.484,53.361999999999995,52.2,60.681999999999995
362,27.147,39.056999999999995,39.986,54.23,51.62,60.464
363,24.756,30.469,34.141999999999996,54.23,52.2,60.816
364,22.305,26.565,34.062,56.4,54.438,61.706
365,21.011999999999997,31.158,38.031,55.098,52.946000000000005,60.474
366,26.97,27.721999999999998,38.282,55.532,52.2,58.431999999999995
367,21.316,27.566,36.806,55.966,52.2,60.65
368,24.362,29.951999999999998,36.482,55.966,52.946000000000005,58.949
369,27.939,30.268,35.005,52.122,51.62,58.098
370,26.479,33.311,36.2,47.052,49.88,59.071999999999996
371,30.368000000000002,33.129,40.141999999999996,52.122,51.04,60.151
372,25.686999999999998,33.086999999999996,36.949,51.378,46.748000000000005,58.013000000000005
373,29.273000000000003,35.055,41.81100000000001,50.63399999999999,52.946000000000005,59.985
374,28.698,39.643,37.463,49.878,48.72,57.629
375,26.969,35.806,41.465,50.571999999999996,47.676,57.534
376,28.815,41.549,39.4,49.625,48.952,57.952
377,26.291,40.244,42.71,40.707,44.196000000000005,55.958
378,27.784000000000002,39.775,45.12,43.193000000000005,44.5,57.2
379,29.054000000000002,37.403,40.314,42.06,45.408,59.106
380,28.158,35.443000000000005,40.909,44.497,44.196000000000005,55.966
381,27.388,31.566,39.431999999999995,38.412,45.93600000000001,56.446000000000005
382,27.186999999999998,34.501999999999995,33.111999999999995,41.99,45.523999999999994,56.832
383,19.602999999999998,23.639,33.604,25.636,35.955999999999996,54.838
384,22.414,31.55,39.632,23.730999999999998,33.405,54.453
385,13.436,15.298,30.397,15.512,14.619000000000002,31.826
386,11.837,11.655999999999999,24.033,15.200999999999999,14.285,20.671
387,14.099,18.059,24.42,18.033,15.802,29.518
388,18.544,21.002,31.031999999999996,23.643,25.049,51.843
389,15.513,17.304000000000002,29.225,17.178,18.119,25.02
390,14.849,14.341,24.919,16.037,12.616,15.259
391,14.594000000000001,12.86,23.87,16.057000000000002,14.334000000000001,14.314
392,10.800999999999998,11.866,21.695999999999998,12.163,9.417,10.565999999999999
393,12.725999999999999,11.491,20.067999999999998,16.485,11.807,11.905
394,16.184,20.463,25.471999999999998,14.913,18.073,15.208
395,15.607999999999999,15.806,23.785999999999998,12.822000000000001,14.196,15.679
396,13.456,13.327,23.665,10.765999999999998,11.770999999999999,13.145999999999999
397,14.289000000000001,16.847,28.514,11.469000000000001,14.411,17.414
398,18.354,21.653000000000002,24.684,9.883,15.22,14.357999999999999
399,14.432,12.443,22.099,9.806000000000001,8.818,8.323
400,15.985999999999999,11.005999999999998,18.06,11.829,11.147,9.62
401,16.785,10.084,23.116999999999997,13.161,11.725999999999999,11.824000000000002
402,16.273,12.98,21.487,11.720999999999998,14.263,14.234000000000002
403,22.305999999999997,24.505,23.43,18.774,22.413,32.889
404,29.711,28.923000000000002,30.798000000000002,32.494,44.891999999999996,56.703
405,29.419,32.314,40.001999999999995,51.118,53.278,58.70399999999999
406,28.031999999999996,34.592,33.505,55.966,54.438,59.956
407,31.39,37.139,32.68,54.23,52.946000000000005,58.293
408,28.980999999999998,35.561,36.796,52.06,52.2,58.303000000000004
409,29.638,34.089,31.974,54.23,53.692,60.856
410,29.233,31.919,33.231,52.06,52.2,57.961000000000006
411,28.576,32.074,35.248000000000005,54.23,51.62,60.327
412,29.93,36.189,31.861,48.762,48.14,55.942
413,31.025,39.873000000000005,34.116,48.762,49.88,55.848
414,30.2,37.597,34.508,52.99,52.946000000000005,58.108999999999995
415,29.638,38.012,34.260999999999996,51.861999999999995,51.62,57.714
416,30.963,38.586999999999996,33.929,51.688,51.62,55.361999999999995
417,32.505,27.493000000000002,39.044000000000004,50.25,51.04,55.66
418,31.025,32.966,34.979,52.122,52.2,57.042
419,34.701,29.951,40.673,53.052,54.604,59.3
420,36.705999999999996,42.842,37.461,55.098,53.692,58.61600000000001
421,27.463,34.464,41.159,52.618,52.36600000000001,56.843999999999994
422,32.954,43.43600000000001,42.483999999999995,54.23,55.184,60.308
423,31.463,34.388000000000005,40.231,53.79600000000001,55.184,59.78
424,40.67,46.293,38.486,53.361999999999995,52.946000000000005,58.94
425,37.228,50.756,36.076,54.663999999999994,55.93,61.726000000000006
426,28.805999999999997,38.008,38.408,54.23,54.438,60.67
427,33.058,40.54,40.988,56.4,58.168,61.716
428,38.323,49.95,39.909,56.4,59.66,61.168
429,42.798,49.63399999999999,39.76,58.018,58.168,61.54
430,40.67,46.343999999999994,41.763999999999996,57.93899999999999,59.66,62.843999999999994
431,32.266,45.206,46.26,56.4,58.168,60.152
432,38.166,44.228,43.769,58.452,57.422,60.553000000000004
433,36.133,35.59,38.429,59.99100000000001,58.168,61.022
434,35.821,41.122,41.44,59.478,57.422,62.472
435,35.821,44.096000000000004,37.284,59.478,58.168,63.625
436,30.295,38.323,39.802,60.504,59.66,64.395
437,32.465,40.696999999999996,40.571999999999996,60.504,58.913999999999994,62.098
438,37.854,45.101000000000006,40.515,59.478,59.66,63.857
439,34.986999999999995,39.873000000000005,41.589,56.479,58.168,58.958999999999996
440,35.664,39.601,38.849000000000004,61.016999999999996,58.913999999999994,61.105
