var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var12(t-1),var13(t-1),var14(t-1),var15(t-1),var16(t-1),var17(t-1),var18(t-1),var19(t-1),var20(t-1),var21(t-1),var22(t-1),var23(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t),var11(t),var12(t),var13(t),var14(t),var15(t),var16(t),var17(t),var18(t),var19(t),var20(t),var21(t),var22(t),var23(t)
0.003619254,0.576829358,0.532444134,1.463020679,0.200122746,0.078912187,-0.743537071,-0.680549049,1.473494739,1.013225917,-0.227579398,0.96517556,1.479785427,2.763770134,-0.140925972,1.824674114,1.458431204,0,0,0,1.286470846,-0.892814074,-0.981420239,0.00398118,0.642729561,0.583708596,1.463020679,0.256546142,0.093913595,-0.686235859,-0.610674764,1.051415885,0.454162161,-0.227579398,0.965034579,1.193843003,2.839507771,-0.13334781,1.630792544,1.348238829,0,0,0,1.345155592,-0.859419937,-0.981420239
0.00398118,0.642729561,0.583708596,1.463020679,0.256546142,0.093913595,-0.686235859,-0.610674764,1.051415885,0.454162161,-0.227579398,0.965034579,1.193843003,2.839507771,-0.13334781,1.630792544,1.348238829,0,0,0,1.345155592,-0.859419937,-0.981420239,0.004343105,0.71283616,0.738990989,1.463020679,0.279041502,0.402689668,-0.602424867,-0.768421256,0.713821489,0.285724907,-0.227579398,0.963775594,1.169150325,2.94574694,-0.116543559,1.420879036,1.237831097,0,0,0,1.377071857,-0.921698813,-0.981420239
0.004343105,0.71283616,0.738990989,1.463020679,0.279041502,0.402689668,-0.602424867,-0.768421256,0.713821489,0.285724907,-0.227579398,0.963775594,1.169150325,2.94574694,-0.116543559,1.420879036,1.237831097,0,0,0,1.377071857,-0.921698813,-0.981420239,0.004705031,0.781540626,0.921926411,1.383116304,0.287736255,0.302633433,-0.558697392,-0.842358307,0.408681488,0.116784326,-0.227579398,0.963496912,1.139867064,2.909771466,-0.105011293,1.178984212,1.108831956,0,0,0,1.384613362,-0.878471573,-0.981420239
0.004705031,0.781540626,0.921926411,1.383116304,0.287736255,0.302633433,-0.558697392,-0.842358307,0.408681488,0.116784326,-0.227579398,0.963496912,1.139867064,2.909771466,-0.105011293,1.178984212,1.108831956,0,0,0,1.384613362,-0.878471573,-0.981420239,0.005066956,0.802116913,1.071323673,1.223283582,0.173668498,0.288756251,-0.455254585,-0.884878398,0.33186846,-0.013530057,-0.227579398,0.963214951,0.536976412,2.829619235,-0.119179321,0.940180803,0.971578565,0,0,0,1.369864959,-0.86044934,-0.981420239
0.005066956,0.802116913,1.071323673,1.223283582,0.173668498,0.288756251,-0.455254585,-0.884878398,0.33186846,-0.013530057,-0.227579398,0.963214951,0.536976412,2.829619235,-0.119179321,0.940180803,0.971578565,0,0,0,1.369864959,-0.86044934,-0.981420239,0.005428882,0.814736101,1.181439452,1.143379207,0.096710686,0.229172201,-0.251602982,-0.857537437,0.188086045,-0.200493519,-0.227579398,0.962516608,0.674202937,2.858229348,-0.165308386,0.693986741,0.82614159,0,0,0,1.333135514,-0.791617624,-0.981420239
0.005428882,0.814736101,1.181439452,1.143379207,0.096710686,0.229172201,-0.251602982,-0.857537437,0.188086045,-0.200493519,-0.227579398,0.962516608,0.674202937,2.858229348,-0.165308386,0.693986741,0.82614159,0,0,0,1.333135514,-0.791617624,-0.981420239,0.005790807,0.835768081,1.268901019,1.031493904,0.099078618,0.142993146,-0.229739245,-0.851529307,-0.227669353,-0.408629789,-0.227579398,0.961536304,0.460038952,2.83235428,-0.199576059,0.441282666,0.675462005,0,0,0,1.273781556,-0.803909002,-0.981420239
0.005790807,0.835768081,1.268901019,1.031493904,0.099078618,0.142993146,-0.229739245,-0.851529307,-0.227669353,-0.408629789,-0.227579398,0.961536304,0.460038952,2.83235428,-0.199576059,0.441282666,0.675462005,0,0,0,1.273781556,-0.803909002,-0.981420239,0.006152733,0.845583004,1.384724667,0.983546484,0.034774447,0.11151478,-0.324072161,-0.917698137,-0.254285392,-0.408629789,-0.227579398,0.961257622,0.41525279,2.711804276,-0.22132225,0.19028789,0.517890981,0,0,0,1.212008139,-0.825418913,-0.981420239
0.006152733,0.845583004,1.384724667,0.983546484,0.034774447,0.11151478,-0.324072161,-0.917698137,-0.254285392,-0.408629789,-0.227579398,0.961257622,0.41525279,2.711804276,-0.22132225,0.19028789,0.517890981,0,0,0,1.212008139,-0.825418913,-0.981420239,0.006514658,0.86381072,1.457969741,0.983546484,0.034367458,0.09015446,-0.404239198,-0.979102812,-0.254229584,-0.408629789,-0.227579398,0.961257622,0.536976412,2.683090154,-0.233184102,-0.017454595,0.35479469,0,0,0,1.137519693,-0.837910026,-0.981420239
0.006514658,0.86381072,1.457969741,0.983546484,0.034367458,0.09015446,-0.404239198,-0.979102812,-0.254229584,-0.408629789,-0.227579398,0.961257622,0.536976412,2.683090154,-0.233184102,-0.017454595,0.35479469,0,0,0,1.137519693,-0.837910026,-0.981420239,0.006876583,0.871277073,1.551103725,0.983546484,0.039510312,0.139234011,-0.44067876,-1.020048084,-0.235340782,-0.436891707,-0.227579398,0.961116642,0.414675737,2.451986545,-0.249000057,-0.175180979,0.19083697,0,0,0,1.075746276,-0.838117443,-0.981420239
0.006876583,0.871277073,1.551103725,0.983546484,0.039510312,0.139234011,-0.44067876,-1.020048084,-0.235340782,-0.436891707,-0.227579398,0.961116642,0.414675737,2.451986545,-0.249000057,-0.175180979,0.19083697,0,0,0,1.075746276,-0.838117443,-0.981420239,0.007238509,0.907276811,1.634771863,0.983546484,0.15672298,0.210833242,-0.509913928,-1.090094408,-0.268937092,-0.408629789,-0.227579398,0.959159313,0.72243419,2.296620572,-0.263497671,-0.282998286,0.025011696,0,0,0,1.017421875,-0.910636572,-0.981420239
0.007238509,0.907276811,1.634771863,0.983546484,0.15672298,0.210833242,-0.509913928,-1.090094408,-0.268937092,-0.408629789,-0.227579398,0.959159313,0.72243419,2.296620572,-0.263497671,-0.282998286,0.025011696,0,0,0,1.017421875,-0.910636572,-0.981420239,0.007600434,0.922700263,1.717021898,1.159345698,0.145253306,0.196569607,-0.539475523,-1.193675095,-0.257719719,-0.424131309,-0.227579398,0.958739651,0.392282656,1.960537455,-0.291834188,-0.365139418,-0.138552324,0,0,0,0.953589344,-0.976188027,-0.981420239
0.007600434,0.922700263,1.717021898,1.159345698,0.145253306,0.196569607,-0.539475523,-1.193675095,-0.257719719,-0.424131309,-0.227579398,0.958739651,0.392282656,1.960537455,-0.291834188,-0.365139418,-0.138552324,0,0,0,0.953589344,-0.976188027,-0.981420239,0.00796236,0.914287471,1.782254684,1.223283582,0.132636664,0.19695606,-0.609105453,-1.261776056,-0.253512668,-0.405196296,-0.227579398,0.956500361,0.375057209,0.981834297,-0.367946777,-0.474270958,-0.382818201,0,0,0,0.88718292,-0.950376134,-0.981420239
0.00796236,0.914287471,1.782254684,1.223283582,0.132636664,0.19695606,-0.609105453,-1.261776056,-0.253512668,-0.405196296,-0.227579398,0.956500361,0.375057209,0.981834297,-0.367946777,-0.474270958,-0.382818201,0,0,0,0.88718292,-0.950376134,-0.981420239,0.008324285,0.900266151,1.842275938,1.143379207,0.101076562,0.183851785,-0.591705562,-1.271661679,-0.25004829,-0.413703228,-0.227579398,0.952723404,-0.017105935,-0.458860359,-0.460534492,-0.611697968,-0.640502533,0,0,0,0.828318002,-0.779940815,-0.981420239
0.008324285,0.900266151,1.842275938,1.143379207,0.101076562,0.183851785,-0.591705562,-1.271661679,-0.25004829,-0.413703228,-0.227579398,0.952723404,-0.017105935,-0.458860359,-0.460534492,-0.611697968,-0.640502533,0,0,0,0.828318002,-0.779940815,-0.981420239,0.008686211,0.881091997,1.88481906,0.983546484,0.09515673,0.200328742,-0.526509112,-1.266897523,-0.313583349,-0.41329206,-0.227579398,0.950766074,-0.227258975,-0.490338803,-0.490518475,-0.627917348,-0.671107862,0,0,0,0.771692369,-0.684682636,-0.981420239
0.008686211,0.881091997,1.88481906,0.983546484,0.09515673,0.200328742,-0.526509112,-1.266897523,-0.313583349,-0.41329206,-0.227579398,0.950766074,-0.227258975,-0.490338803,-0.490518475,-0.627917348,-0.671107862,0,0,0,0.771692369,-0.684682636,-0.981420239,0.009048136,0.862408588,1.929737505,0.983546484,0.084501033,0.211571016,-0.438249456,-1.25507977,-0.650662597,-0.45633241,-0.227579398,0.948248103,0.287207428,-0.536175078,-0.552792713,-0.665178287,-0.706644104,0,0,0,0.712827451,-0.494366013,-0.981420239
0.009048136,0.862408588,1.929737505,0.983546484,0.084501033,0.211571016,-0.438249456,-1.25507977,-0.650662597,-0.45633241,-0.227579398,0.948248103,0.287207428,-0.536175078,-0.552792713,-0.665178287,-0.706644104,0,0,0,0.712827451,-0.494366013,-0.981420239,0.009410062,0.839974477,1.969444419,0.983546484,0.077397235,0.159856557,-0.255246938,-1.204791459,-0.654157025,-0.646776624,-0.227579398,0.854453665,-0.119887595,-0.575384839,-0.563007006,-0.674164734,-0.733391034,0,0,0,0.654657483,-0.290329139,-0.981420239
0.009410062,0.839974477,1.969444419,0.983546484,0.077397235,0.159856557,-0.255246938,-1.204791459,-0.654157025,-0.646776624,-0.227579398,0.854453665,-0.119887595,-0.575384839,-0.563007006,-0.674164734,-0.733391034,0,0,0,0.654657483,-0.290329139,-0.981420239,0.009771987,0.817084672,1.859789523,0.951589529,0.05331092,0.177106421,-0.160504076,-1.054098564,-0.654157025,-0.652903978,-0.227579398,-0.572177182,-0.266877503,-0.575384839,-0.563007006,-0.674164734,-0.736637111,0,0,0,0.587736281,-0.167215625,-0.981420239
0.009771987,0.817084672,1.859789523,0.951589529,0.05331092,0.177106421,-0.160504076,-1.054098564,-0.654157025,-0.652903978,-0.227579398,-0.572177182,-0.266877503,-0.575384839,-0.563007006,-0.674164734,-0.736637111,0,0,0,0.587736281,-0.167215625,-0.981420239,0.010133912,0.788551286,1.688659817,0.743809387,0.048575054,0.154973194,-0.074263779,-0.947871124,-0.654157025,-0.640994273,-0.227579398,-1.051655118,-0.758377217,-0.575384839,-0.563007006,-0.674164734,-0.735977578,0,0,0,0.517391802,-0.080968563,-0.981420239
0.010133912,0.788551286,1.688659817,0.743809387,0.048575054,0.154973194,-0.074263779,-0.947871124,-0.654157025,-0.640994273,-0.227579398,-1.051655118,-0.758377217,-0.575384839,-0.563007006,-0.674164734,-0.735977578,0,0,0,0.517391802,-0.080968563,-0.981420239,0.010495838,0.762401525,1.58184113,0.743809387,0.058453773,0.137758463,-0.03012636,-0.86935519,-0.656930244,-0.65482749,-0.227579398,-1.064194714,-0.675695071,-0.575384839,-0.563007006,-0.674164734,-0.735757745,0,0,0,0.447562102,-0.017667966,-0.981420239
0.010495838,0.762401525,1.58184113,0.743809387,0.058453773,0.137758463,-0.03012636,-0.86935519,-0.656930244,-0.65482749,-0.227579398,-1.064194714,-0.675695071,-0.575384839,-0.563007006,-0.674164734,-0.735757745,0,0,0,0.447562102,-0.017667966,-0.981420239,0.010857763,0.727803919,1.491543355,0.568010174,0.058823763,0.142255372,-0.03619962,-0.803358399,-0.65764716,-0.642539699,-0.227579398,-1.06462749,-0.338076305,-0.575384839,-0.563007006,-0.674164734,-0.735977578,0,0,0,0.378916392,0.003019959,-0.981420239
0.010857763,0.727803919,1.491543355,0.568010174,0.058823763,0.142255372,-0.03619962,-0.803358399,-0.65764716,-0.642539699,-0.227579398,-1.06462749,-0.338076305,-0.575384839,-0.563007006,-0.674164734,-0.735977578,0,0,0,0.378916392,0.003019959,-0.981420239,0.011219689,0.700707718,1.400323812,0.424167916,0.052903931,0.173347285,-0.008672567,-0.755015451,-0.662571127,-0.6605933,-0.227579398,-1.06462749,-0.859432887,-0.575384839,-0.563007006,-0.674164734,-0.736637111,0,0,0,0.32108103,0.046247199,-0.981420239
0.011219689,0.700707718,1.400323812,0.424167916,0.052903931,0.173347285,-0.008672567,-0.755015451,-0.662571127,-0.6605933,-0.227579398,-1.06462749,-0.859432887,-0.575384839,-0.563007006,-0.674164734,-0.736637111,0,0,0,0.32108103,0.046247199,-0.981420239,0.011581614,0.663761541,1.321831753,0.408177451,0.080542145,0.134737102,-0.019604436,-0.703840478,-0.647172461,-0.646381997,-0.227579398,-1.06462749,-0.385159481,-0.575384839,-0.563007006,-0.674164734,-0.735537879,0,0,0,0.263271407,0.119588314,-0.981420239
0.011581614,0.663761541,1.321831753,0.408177451,0.080542145,0.134737102,-0.019604436,-0.703840478,-0.647172461,-0.646381997,-0.227579398,-1.06462749,-0.385159481,-0.575384839,-0.563007006,-0.674164734,-0.735537879,0,0,0,0.263271407,0.119588314,-0.981420239,0.01194354,0.631056812,1.250465666,0.264335193,0.080949134,0.122370601,-0.044292239,-0.64632653,-0.653440109,-0.65482749,-0.227579398,-1.06462749,-0.42477801,-0.575384839,-0.563007006,-0.674164734,-0.735757745,0,0,0,0.21058383,0.148473053,-0.981420239
0.01194354,0.631056812,1.250465666,0.264335193,0.080949134,0.122370601,-0.044292239,-0.64632653,-0.653440109,-0.65482749,-0.227579398,-1.06462749,-0.42477801,-0.575384839,-0.563007006,-0.674164734,-0.735757745,0,0,0,0.21058383,0.148473053,-0.981420239,0.012305465,0.597861338,1.169172852,0.264335193,0.051719965,0.099148279,-0.084375758,-0.621261777,-0.649949974,-0.65482749,-0.227579398,-1.06462749,-0.559710106,-0.575384839,-0.563007006,-0.674164734,-0.735757745,0,0,0,0.15774182,0.123475463,-0.981420239
0.012305465,0.597861338,1.169172852,0.264335193,0.051719965,0.099148279,-0.084375758,-0.621261777,-0.649949974,-0.65482749,-0.227579398,-1.06462749,-0.559710106,-0.575384839,-0.563007006,-0.674164734,-0.735757745,0,0,0,0.15774182,0.123475463,-0.981420239,0.012667391,0.566558742,1.102521962,0.264335193,0.067925504,0.091665141,-0.062117259,-0.60503718,-0.642248494,-0.650243199,-0.227579398,-1.06462749,-0.841059364,-0.575384839,-0.563007006,-0.674164734,-0.735757745,0,0,0,0.10369008,0.089474439,-0.981420239
0.012667391,0.566558742,1.102521962,0.264335193,0.067925504,0.091665141,-0.062117259,-0.60503718,-0.642248494,-0.650243199,-0.227579398,-1.06462749,-0.841059364,-0.575384839,-0.563007006,-0.674164734,-0.735757745,0,0,0,0.10369008,0.089474439,-0.981420239,0.013029316,0.532907574,1.024029903,0.264335193,0.035144436,0.107404324,-0.125673928,-0.597268959,-0.656930244,-0.649061681,-0.227579398,-1.06462749,-0.851969101,-0.575384839,-0.563007006,-0.674164734,-0.735318046,0,0,0,0.047064447,0.090903311,-0.981420239
0.013029316,0.532907574,1.024029903,0.264335193,0.035144436,0.107404324,-0.125673928,-0.597268959,-0.656930244,-0.649061681,-0.227579398,-1.06462749,-0.851969101,-0.575384839,-0.563007006,-0.674164734,-0.735318046,0,0,0,0.047064447,0.090903311,-0.981420239,0.013391241,0.500658539,0.961633324,0.264335193,0.02726366,0.113763235,-0.181547924,-0.591274063,-0.650662597,-0.665224851,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.018672764,0.092132449,-0.981420239
0.013391241,0.500658539,0.961633324,0.264335193,0.02726366,0.113763235,-0.181547924,-0.591274063,-0.650662597,-0.665224851,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.018672764,0.092132449,-0.981420239,0.013753167,0.4646588,0.89452155,0.168440354,0.076213268,0.147876509,-0.163328143,-0.590916752,-0.653440109,-0.651013549,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735537879,0,0,0,-0.087987686,0.097049,-0.981420239
0.013753167,0.4646588,0.89452155,0.168440354,0.076213268,0.147876509,-0.163328143,-0.590916752,-0.653440109,-0.651013549,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735537879,0,0,0,-0.087987686,0.097049,-0.981420239,0.014115092,0.431253006,0.823616348,0.04058856,0.094749741,0.202577197,-0.190460433,-0.58208983,-0.650662597,-0.658669788,-0.227579398,-1.064483232,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.138435977,0.106267534,-0.981420239
0.014115092,0.431253006,0.823616348,0.04058856,0.094749741,0.202577197,-0.190460433,-0.58208983,-0.650662597,-0.658669788,-0.227579398,-1.064483232,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.138435977,0.106267534,-0.981420239,0.014477018,0.390836552,0.764516862,-0.231129466,0.10499845,0.238938926,-0.26455421,-0.579628349,-0.653440109,-0.658669788,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735098213,0,0,0,-0.180982418,0.118558912,-0.981420239
0.014477018,0.390836552,0.764516862,-0.231129466,0.10499845,0.238938926,-0.26455421,-0.579628349,-0.653440109,-0.658669788,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735098213,0,0,0,-0.180982418,0.118558912,-0.981420239,0.014838943,0.355292506,0.704034724,-0.454876099,0.144476328,0.274914202,-0.254836993,-0.569742726,-0.649949974,-0.656748639,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735318046,0,0,0,-0.226977875,0.132901413,-0.981420239
0.014838943,0.355292506,0.704034724,-0.454876099,0.144476328,0.274914202,-0.254836993,-0.569742726,-0.649949974,-0.656748639,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735318046,0,0,0,-0.226977875,0.132901413,-0.981420239,0.015200869,0.32048458,0.650607654,-0.454876099,0.173298508,0.302633433,-0.307476977,-0.560571726,-0.653440109,-0.650999371,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735098213,0,0,0,-0.26679599,0.147036498,-0.981420239
0.015200869,0.32048458,0.650607654,-0.454876099,0.173298508,0.302633433,-0.307476977,-0.560571726,-0.653440109,-0.650999371,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735098213,0,0,0,-0.26679599,0.147036498,-0.981420239,0.015562794,0.282381644,0.5851267,-0.550770938,0.184731183,0.304881887,-0.325696758,-0.554563596,-0.642248494,-0.652903978,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735098213,0,0,0,-0.306433932,0.156047614,-0.981420239
0.015562794,0.282381644,0.5851267,-0.550770938,0.184731183,0.304881887,-0.325696758,-0.554563596,-0.642248494,-0.652903978,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735098213,0,0,0,-0.306433932,0.156047614,-0.981420239,0.01592472,0.245715892,0.528189822,-0.902393338,0.234864758,0.300771431,-0.332984671,-0.547867311,-0.649949974,-0.650982829,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.34571153,0.149494773,-0.981420239
0.01592472,0.245715892,0.528189822,-0.902393338,0.234864758,0.300771431,-0.332984671,-0.547867311,-0.649949974,-0.650982829,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.34571153,0.149494773,-0.981420239,0.016286645,0.208769715,0.474762752,-0.854445919,0.216698274,0.306743889,-0.407078447,-0.54009909,-0.653440109,-0.656748639,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735318046,0,0,0,-0.385529645,0.158713307,-0.981420239
0.016286645,0.208769715,0.474762752,-0.854445919,0.216698274,0.306743889,-0.407078447,-0.54009909,-0.653440109,-0.656748639,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735318046,0,0,0,-0.385529645,0.158713307,-0.981420239,0.01664857,0.167406822,0.41545055,-0.694613196,0.246297433,0.365203712,-0.437839511,-0.539741778,-0.653440109,-0.622184502,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735098213,0,0,0,-0.435463157,0.155847879,-0.981420239
0.01664857,0.167406822,0.41545055,-0.694613196,0.246297433,0.365203712,-0.437839511,-0.539741778,-0.653440109,-0.622184502,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.735098213,0,0,0,-0.435463157,0.155847879,-0.981420239,0.017010496,0.130741071,0.36202348,-0.694613196,0.29247212,0.381715801,-0.473884311,-0.539040389,-0.649949974,-0.64521702,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734658514,0,0,0,-0.487455784,0.144578222,-0.981420239
0.017010496,0.130741071,0.36202348,-0.694613196,0.29247212,0.381715801,-0.473884311,-0.539040389,-0.649949974,-0.64521702,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734658514,0,0,0,-0.487455784,0.144578222,-0.981420239,0.017372421,0.084926408,0.302214942,-0.870412409,0.314190503,0.436802942,-0.536226329,-0.541515103,-0.653440109,-0.650982829,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734218814,0,0,0,-0.545445579,0.133308565,-0.981420239
0.017372421,0.084926408,0.302214942,-0.870412409,0.314190503,0.436802942,-0.536226329,-0.541515103,-0.653440109,-0.650982829,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734218814,0,0,0,-0.545445579,0.133308565,-0.981420239,0.017734347,0.046613152,0.248575157,-0.934350293,0.346157594,0.432657354,-0.523275101,-0.551043414,-0.649949974,-0.654841668,-0.227579398,-1.06462749,-0.954747315,-0.575384839,-0.563007006,-0.674164734,-0.734438681,0,0,0,-0.595739436,0.121432021,-0.947941926
