time,date,ISE,ISE.1,SP,DAX,FTSE,NIKKEI,BOVESPA,EU,EM
51,2009/3/17,-0.00711875,-0.013630133000000001,0.031634285,-0.014135646000000002,-0.001787311,0.031303344,0.023145507000000003,-0.005683706,0.0026886909999999996
52,2009/3/18,0.0018918029999999998,-0.0008813689999999999,0.020643416,0.00214176,-0.013599614,0.002894238,0.015844054,-0.004204775,0.006012506
53,2009/3/19,0.019874248,0.030888693,-0.013064131000000001,0.011726823,0.0031225840000000003,-0.003293103,0.007717639,0.00702835,0.009847274
54,2009/3/20,0.0029186990000000003,-0.0009517210000000001,-0.019967428,0.006232608000000001,0.006788715,0.033362642000000005,-0.009363155,0.0033750029999999997,-0.006654352
55,2009/3/23,0.035968063,0.051330657,0.06836638,0.026109079,0.028196898999999997,0.0,0.057290099000000004,0.028379434,0.044121571
56,2009/3/24,0.0032984240000000003,0.011893995,-0.020626376000000002,0.002628016,-0.010503256,0.032662479,-0.022952804,-0.003923899000000001,0.002296045
57,2009/3/25,0.021165071,0.014858013,0.00958032,0.008543980999999999,-0.002867459,-0.000979474,0.007757469,0.007125859,0.008309651999999999
58,2009/3/26,-0.004968387,0.00054608,0.023052626,0.008506817,0.006363832,0.018268453,0.018723588,0.004564397,0.016417645
59,2009/3/27,0.011247875,0.006408036,-0.020524738,-0.013191856,-0.006722843,-0.0010843810000000001,-0.016143127,-0.013192091999999999,-0.0067308609999999994
60,2009/3/30,-0.021780194,-0.040576634,-0.035439358,-0.052331177,-0.035504525,-0.04636884,-0.030380242999999998,-0.039575426000000004,-0.038564463
61,2009/3/31,0.024406595,0.036216524,0.013044212,0.023664745,0.04245663,-0.015484588999999998,0.006692924,0.033905256,0.007834221
62,2009/4/1,0.0069134109999999995,0.019586989,0.016421016,0.011273478,0.00748573,0.029450342,0.025332467999999997,0.013131002,0.015339491
63,2009/4/2,0.031401768,0.052522395,0.028322241,0.058950530999999994,0.041933723,0.043103753,0.041073535,0.046299865,0.038506193
64,2009/4/3,-0.005247358000000001,0.010895898000000001,0.009684728,0.000700361,-0.023374087999999998,0.0034414059999999997,0.014865185,-0.013565922,0.004311521
65,2009/4/6,0.000735712,0.018613486999999998,-0.008367252,-0.008055179,-0.009023892,0.012277689,-0.005058842,-0.00663938,0.0041919309999999994
66,2009/4/7,-0.010297613,-0.035028186,-0.024143678,-0.006298226999999999,-0.015901395,-0.002835377,-0.007773473,-0.010973461,-0.0055658619999999995
67,2009/4/8,0.047238893,0.046046123,0.011714575,0.008160941,-0.001272913,-0.027295924,0.008113036,0.00457624,-0.007501084
68,2009/4/9,0.03177774,0.05155751,0.037347061,0.030107235,0.014717303999999999,0.036672342999999996,0.030251635,0.020350247,0.027695855
69,2009/4/10,0.010170736,0.014648571,0.0025301860000000002,0.0,0.0013295370000000002,0.0053746819999999996,0.009898367,0.0,0.005385996
70,2009/4/13,-0.013661316000000001,-0.018458136,0.0,0.0,0.0,-0.004436367,0.0,0.0,0.005879636
71,2009/4/14,-0.010111415,-0.009219811999999999,-0.02026854,0.014564593,0.0,-0.009202462,-0.012558966000000001,0.010410568,0.007414113000000001
72,2009/4/15,0.0057888,-0.007271921999999999,0.012470933,-0.0015856289999999999,-0.005177582,-0.011341193000000001,-0.003197674,-0.00569206,0.00271128
73,2009/4/16,0.041454961,0.037113921,0.015419321000000001,0.013029635,0.021094357,0.0014058579999999998,0.016473899,0.019679181,0.00243869
74,2009/4/17,-0.002617982,-0.006440886,0.004957068,0.014511955,0.009771985,0.017247936999999998,-0.005381101,0.015000818,-0.005525922
75,2009/4/20,-0.030954776,-0.043561684,-0.043732255,-0.04159436,-0.025212562999999997,0.001925716,-0.02982119,-0.033145055,-0.008357848000000001
76,2009/4/21,0.004548211,-0.013976351000000001,0.021029382000000003,0.003411245,-0.0008523010000000001,-0.024203838999999998,0.010188062,0.000107111,-0.007276574
77,2009/4/22,0.009655946,0.017986713,-0.0077112859999999995,0.02040297,0.01077559,0.001831566,0.0,0.014246565,-0.000966672
78,2009/4/24,0.024517037000000002,0.041463716,0.026531285,0.017241173999999998,0.030613015,-0.0022150489999999998,0.041114235,0.019732664,0.022915147
79,2009/4/27,-0.004162916,-0.00776554,-0.010117621,0.004216312,0.002643279,0.002105043,-0.020564056,0.001193826,-0.01873672
80,2009/4/28,-0.012367953000000001,-0.021244475,-0.002744255,-0.018631963,-0.017087813,-0.027013084,2.18e-05,-0.016191973000000002,-0.013223984
81,2009/4/29,0.05198032,0.073005406,0.021379806,0.020864204,0.022496725,0.038624986,0.030223262,0.021224456000000003,0.025812428999999998
82,2009/4/30,0.029022746000000002,0.040498015,-0.0009505000000000001,0.013698743000000001,0.012830266000000002,0.0,0.001333094,0.013364378,0.016444765
83,2009/5/4,0.016261076,0.015619342,0.038689132,0.027504086,0.021724277,0.061229315,0.06379152,0.015641376999999998,0.047804531
84,2009/5/5,0.025882269,0.042492155999999996,-0.003798927,-0.010131828,0.0,0.0,0.005243643,0.004722385999999999,0.004035826
85,2009/5/6,0.021061108,0.015539991999999999,0.017254573,0.005687449,0.013648963,0.0,0.016228371000000002,0.012728662,0.011737376
86,2009/5/7,-0.026273031000000002,-0.01169267,-0.013290323,-0.015820981,0.0005002730000000001,0.0,-0.028380057,-0.005234116,-0.00246741
87,2009/5/8,-0.001123867,-0.005918252,0.02378394,0.022598204,0.014310465,0.005008903,0.026378015,0.016838851999999998,0.010330863000000001
88,2009/5/11,-0.018541411,-0.018413175,-0.0217472,-0.009608685,-0.005979158,0.002028086,-0.008205415,-0.011834648,-0.005579355
89,2009/5/12,0.025756737999999998,0.020467942,-0.000979319,-0.00263347,-0.002257083,-0.016359316999999998,-0.012833091999999999,-0.004118204,-0.002245018
90,2009/5/13,-0.006508992,-0.0007033230000000001,-0.027263206,-0.026405979,-0.021492451,0.004493787,-0.033274117,-0.02444295,-0.010673606
91,2009/5/14,0.008070571,-0.008364512,0.010298404,0.002294509,0.007177395,-0.026773547999999998,0.015633439,0.004393536,-0.011305019
92,2009/5/15,0.011703446000000001,0.019054811,-0.011475673999999998,-0.000204728,-0.003329242,0.018660853,-0.00891802,0.002504001,0.008160491
93,2009/5/18,0.00540756,0.008294571,0.029936576,0.023873177000000002,0.022378302000000003,-0.024731766000000002,0.048899958,0.021345107000000002,0.027348037999999998
94,2009/5/20,0.042840743,0.06128487,-0.006882961999999999,0.037812995,0.004913133,0.033288664,-0.004245051,0.01755585,0.023405287
95,2009/5/21,-0.011999815,-0.012065933999999999,-0.01689961,-0.027823812000000003,-0.027889576,-0.008650804,-0.022856559,-0.020868958,-0.017031881000000002
96,2009/5/22,0.008430531,0.008559532,-0.0014983129999999998,0.0036825029999999997,0.0045460890000000006,-0.004147121,0.009557472,-0.000809664,0.00213008
97,2009/5/25,0.011166483999999999,0.0028120790000000003,0.025962189,-6.1e-05,0.010573187,0.013050445,0.0048923000000000005,0.00163058,0.0008414830000000001
98,2009/5/26,-0.015572642,-0.022049112000000003,0.0,0.013560316999999999,0.0,-0.003879345,0.019970076,0.00693029,-0.005331499
99,2009/5/27,0.008801231,0.006089365,-0.019153403,0.003038143,0.001019495,0.013649584,-0.000945645,0.003596128,0.016360679
100,2009/5/28,-0.004209168,-0.00946971,0.015301233999999999,-0.013668905,-0.006520009,0.001336146,0.023829502000000002,-0.009320093,0.008582894
101,2009/5/29,-0.000514681,0.01745131,0.013483449,0.0016083129999999999,0.006904881,0.007495599,0.0029556020000000003,0.002727525,0.007760751
102,2009/6/1,0.028131284,0.036775968,0.025489965,0.040019701,0.019789756000000002,0.016172017,0.023922986,0.022988538,0.029978301000000002
103,2009/6/2,-0.007792426,-0.010423561,0.001981342,0.000291641,-0.006501046999999999,0.00274068,-0.008959741,0.000450926,-0.006630540999999999
104,2009/6/3,-0.022362446,-0.020392771,-0.013834487,-0.01755778,-0.021128499999999998,0.0038424440000000004,-0.036068649,-0.019199926000000003,-0.013026703999999998
105,2009/6/4,-0.019171953000000002,-0.026503017,0.011418207,0.002029779,0.000798148,-0.007491806,0.026093132999999998,0.0011986569999999999,-0.001283652
106,2009/6/5,0.013947093999999998,0.014207147,-0.002517863,0.002411795,0.011716184,0.010192006,-0.0023032639999999997,0.006255363000000001,0.007195201
107,2009/6/8,-0.032005875,-0.043297074000000005,-0.001011052,-0.014344978000000001,-0.00755335,0.009944239,0.005403346999999999,-0.010088165999999999,-0.010536916
108,2009/6/9,0.004478365,0.0066706859999999995,0.003497083,-0.001371646,-9.08e-05,-0.008020417,-0.008858814,0.002247523,-0.005148888
109,2009/6/10,0.017089104,0.02671333,-0.003486435,0.010612058999999998,0.00723854,0.020697148000000002,0.004766918,0.009563579000000001,0.019623396
110,2009/6/11,0.00967985,0.0064143609999999995,0.006093308,0.011041178,0.005641288,-0.001017383,0.002748462,0.007607936,0.0028885940000000004
111,2009/6/12,0.002670961,0.008682443,0.001396013,-0.007472151999999999,-0.004469959,0.015359336000000001,0.0,-0.003360153,-0.0021802220000000003
112,2009/6/15,-0.0036237870000000003,-0.010935365,-0.024055536000000002,-0.036010872,-0.026461397999999997,-0.009531439000000001,-0.028867827999999998,-0.026607747,-0.021109332999999997
113,2009/6/16,-0.004441286,-0.0041155309999999995,-0.012801901000000001,0.000159498,0.000600837,-0.028981619,-0.016040638,-0.001898177,-0.009452694000000001
114,2009/6/17,0.001688065,-0.002397706,-0.00138258,-0.018727781000000002,-0.011641683,0.008979463,-0.0031295259999999997,-0.017037019,-0.013276346999999999
115,2009/6/18,0.031866012,0.024440981,0.008375844,0.007782173000000001,0.000560787,-0.014032771999999999,-0.002805326,0.006532695,-0.009827668000000001
116,2009/6/19,0.002917994,0.009371344,0.0031093740000000003,0.00040922,0.015069603999999999,0.008470044,0.009210346999999999,0.010530485,0.0075049719999999995
117,2009/6/22,-0.011589253,-0.014240563999999999,-0.031078361000000002,-0.030645877999999998,-0.026085699,0.00408005,-0.037260554,-0.028450775,-0.011895016999999999
118,2009/6/23,-0.014168795,-0.024762184,0.002304071,0.002925363,-0.00094518,-0.028559096000000003,0.006424415,-0.00039708699999999996,-0.014676581000000001
119,2009/6/24,0.024046362999999998,0.032322169,0.006503219,0.027007371000000002,0.011751016999999999,0.00425394,-0.002854675,0.021006006,0.016991546
120,2009/6/25,0.015786401999999998,0.020041017,0.021217576000000002,-0.007357423,-0.006422449,0.021228049,0.036431633,-0.006491876,0.013359036000000001
121,2009/6/26,0.011719598000000001,0.02094488,-0.0014789360000000001,-0.0050307979999999995,-0.00273147,0.008266001,-0.000563101,-0.002434553,0.009896025
122,2009/6/29,0.002315584,0.004539175,0.009024344,0.022485928999999998,0.012419609,-0.00955408,0.012584123000000001,0.01610096,0.0030092709999999996
123,2009/6/30,0.002929655,0.006462161,-0.008567380999999999,-0.015773409,-0.01048797,0.017726206,-0.012992085,-0.009756314,-0.006932094000000001
124,2009/7/1,0.007996801,0.008066865,0.0043524340000000005,0.019930494,0.021304896,-0.0018604539999999999,0.001533847,0.018996966,0.01104966
125,2009/7/2,-0.005590715,-0.002963695,-0.029577647000000002,-0.03885596,-0.0248176,-0.006437219,-0.010120103,-0.026148902,-0.004837023
126,2009/7/3,-0.006518816,-0.011508276000000001,0.002562476,-0.00218104,0.00047222199999999995,-0.006101921,-0.001765399,-0.000129804,0.0008640739999999999
127,2009/7/6,-0.00105307,-0.009724851999999999,0.0,-0.012049252,-0.009820745,-0.013869065,-0.006164045999999999,-0.01052673,-0.013954751000000001
128,2009/7/7,0.012265455,0.017404655,-0.019879851,-0.011595793,-0.001885015,-0.0034229,-0.023282659,-0.005062892,-0.002388698
129,2009/7/8,-0.0015197320000000002,-0.0098359,-0.001669895,-0.005569841999999999,-0.011240391,-0.02381417,-0.0056572359999999995,-0.011370978,-0.007945176
130,2009/7/9,-0.004539036,-0.001230056,0.003540952,0.012479081000000001,0.00445843,-0.013862056000000001,0.000873993,0.005713551,0.003546083
131,2009/7/10,-0.005617343,-0.008927346999999999,-0.004029952,-0.01167899,-0.007603314,-0.000406925,0.0,-0.010951065,-0.0034568859999999997
132,2009/7/13,0.006074146999999999,0.003941595,0.024627967999999997,0.031411443,0.017985189,-0.025844501000000002,-0.000691001,0.020103773000000002,-0.013401351
133,2009/7/14,-0.008232237,0.001961398,0.00530194,0.012489601000000001,0.008436269,0.023098273,-0.006404264000000001,0.00981059,0.016832183
134,2009/7/15,0.032511512,0.036041524,0.029199472,0.030228467000000002,0.025350254,0.0008029760000000001,0.048407174000000004,0.027037465,0.027435226
135,2009/7/16,0.006370441,0.010105514,0.008604637,0.00581654,0.0035138929999999997,0.008049079,0.01203328,0.004621884000000001,0.006022186
136,2009/7/17,-0.011323604,-0.009281959000000001,-0.00038275099999999997,0.004269506,0.006171025,0.005460144,0.002961825,0.006393209,0.010282346999999999
137,2009/7/20,0.013780465,0.024767692999999997,0.011366703,0.01034125,0.012409018,0.026955527000000003,0.020584797,0.010856959,0.023092408999999998
138,2009/7/21,-0.006357127,-0.005420251,0.003620702,0.012607683,0.008426009,0.0,0.001485116,0.00790874,0.001526131
139,2009/7/22,0.004758472,0.009434319,-0.000534409,0.0054015930000000005,0.0027855479999999997,0.007343449,-0.0030289659999999997,0.002757225,-0.0047101159999999994
140,2009/7/23,0.018495281000000002,0.027708478999999998,0.023022629,0.024250767000000003,0.014602347,0.0071510490000000005,0.021916235,0.018131091999999998,0.016398626
141,2009/7/24,0.012603659,0.01469961,0.0030375109999999997,-0.003420947,0.003677601,0.015362945,0.00382684,0.00047729699999999995,0.0037121470000000003
142,2009/7/27,0.011235934,0.015375231000000001,0.002977407,0.004234371,0.002073625,0.014387358000000001,0.001687981,0.003589901,0.009279397
143,2009/7/28,0.004036218,0.008396005,-0.00260985,-0.014734175,-0.012572986000000001,-0.000138779,-0.0014125720000000002,-0.009714293,0.003495323
144,2009/7/29,0.009330696999999999,-0.000453061,-0.004573436,0.018301985,0.004120628,0.002572215,-0.01362225,0.00679058,-0.013102375
145,2009/7/30,0.043744798,0.04563733,0.011825408999999999,0.01699602,0.018324748999999998,0.00512565,0.013732392,0.020259518,0.010000404000000001
146,2009/7/31,0.010826131999999999,0.016193889,0.000739529,-0.005334443,-0.005021655999999999,0.018675099,0.005272613000000001,-0.0024008189999999998,0.010755726
147,2009/8/3,0.045219554,0.050339385,0.015225583,0.017606197,0.01595143,-0.00042106699999999996,0.022246412,0.013411188999999999,0.016159052
148,2009/8/4,0.001853539,0.005901211,0.003007551,-0.001813006,-0.002373343,0.002174891,0.000714056,-0.002555235,-0.003348635
149,2009/8/5,-0.017993858999999997,-0.016477754,-0.002917791,-0.011886829,-0.005215443,-0.011875526,0.006155398,-0.006186667,-0.004860192
150,2009/8/6,-0.001445482,-0.007075515,-0.005640579000000001,0.003165165,0.009295817,0.013135453,-0.011218338000000001,0.007141904,0.0016241729999999998
151,2009/8/7,0.021028135,0.012236363,0.013349736999999999,0.016434111,0.008724225,0.0023076729999999997,0.01026016,0.01108049,-0.0026214740000000004
152,2009/8/10,-0.0018324670000000002,0.004289841,-0.003350552,-0.007509404,-0.001988619,0.010715437,0.008837102,-0.0031772429999999997,0.00419627
153,2009/8/11,-0.02278477,-0.036549776,-0.012740935,-0.02472302,-0.010837386999999999,0.005798293,-0.018989655,-0.013443726999999999,-0.0061165709999999995
154,2009/8/12,0.004813828,-0.00436774,0.011459209,0.012087512,0.009693198,-0.014315821000000001,0.014722248,0.010512515,-0.0063977619999999995
155,2009/8/13,0.013453937,0.033335747,0.006856468,0.009491105,0.008171239,0.007845521,0.00809607,0.007872083,0.013275553999999998
156,2009/8/14,-0.004084155,-0.007142277,-0.008567996,-0.017180275,-0.008765038000000001,0.007591021,-0.007212881,-0.008324871,-0.001426894
157,2009/8/17,-0.00027135099999999997,-0.017895879,-0.024559914,-0.02045602,-0.014745432,-0.031510413,-0.025391151,-0.01925327,-0.02977241
158,2009/8/18,-0.001299983,0.006328676,0.010094531,0.009400826,0.008745287,0.001590965,0.009570486,0.009641885,0.0028530290000000004
159,2009/8/19,0.031414816,0.027861466,0.006837444,-0.003579228,0.000831956,-0.007902834000000001,0.007274059,-4.210000000000001e-05,-0.003350004
160,2009/8/20,0.019757306000000002,0.026608014,0.010889255,0.015001647,0.014164513,0.01742954,0.011948418999999998,0.014198886,0.013296568
161,2009/8/21,0.013108203,0.01466062,0.01845147,0.028159057,0.019631126999999998,-0.014083517,0.015677695,0.023348771,0.006812871999999999
162,2009/8/24,0.012676973000000001,0.016467907,-0.000545889,0.010382074,0.009295139000000001,0.032938842,0.0007965089999999999,0.010500576999999999,0.016065598
163,2009/8/25,0.006291416,-0.00032915699999999995,0.0023666110000000002,0.006742021,0.004198518,-0.007940868,-0.0061460659999999995,0.004957708,-0.0014647
164,2009/8/26,-0.023435627,-0.026864443999999998,0.000116725,-0.006339909,-0.005342916999999999,0.013469431,0.005990277,-0.004106477,-0.001999212
165,2009/8/27,0.008987423000000001,0.006307214,0.0027779140000000003,-0.009395737,-0.004344269,-0.015700096,-0.001073872,-0.004156013,-0.006473657
166,2009/8/28,0.003705789,0.007392781,-0.001990379,0.008558729000000001,0.008079158000000001,0.00572828,-5.2000000000000004e-05,0.009242537,0.005024977
167,2009/8/31,-0.021432986,-0.025187312000000003,-0.008109142,-0.010807922,-0.018338199,-0.003957836,-0.021228575,-0.006164299,-0.012832463999999998
168,2009/9/1,0.008224308,0.007152568000000001,-0.022372209,-0.024247085,0.0,0.0035704490000000003,-0.012003278000000001,-0.017967666,0.0035967359999999997
169,2009/9/2,-0.02534402,-0.03160451,-0.003301906,-0.0013994379999999998,-0.000456564,-0.023989017999999997,-0.007715796,-0.00598433,-0.008320949000000001
170,2009/9/3,0.008378078,0.012507327,0.008498592,-0.003468519,-0.004306092,-0.006423021,0.005778958000000001,-0.001465902,0.008117161999999999
171,2009/9/4,-0.021587901,-0.01798409,0.01303221,0.015536746,0.01138013,-0.00269879,0.016821479,0.012772763000000001,0.009702045
172,2009/9/7,0.002509442,0.010777476999999999,0.008806056,0.014579985,0.016658706000000002,0.013051646,0.0,0.015583349,0.010025827
173,2009/9/8,-0.009497407,-0.006658603000000001,0.0,0.0033293040000000004,0.002854109,0.006979791,0.021012588999999998,0.002873531,0.013928806
174,2009/9/9,-0.005834448000000001,-0.008671601999999999,0.0077522780000000005,0.016738829,0.01145557,-0.007832791,0.000950201,0.01084736,-0.002746053
175,2009/9/10,0.007574225,-0.002567542,0.010368274,0.00367266,-0.0033226609999999998,0.019354473,0.010751868000000001,-0.00103475,0.009233671
176,2009/9/11,0.036271557,0.040760842,-0.001351306,0.005214478,0.00476039,-0.006617068,-0.0029084209999999996,0.005179929000000001,0.003606254
177,2009/9/14,-0.001994969,-0.005213742,0.006319121,-0.000672343,0.001475515,-0.023469587000000004,0.008564121,-0.000698728,-0.008405198000000001
178,2009/9/15,-0.012536673,-0.0041362759999999995,0.0031303990000000003,0.001553886,0.004611876,0.00152402,0.00670439,0.004297024,0.008323168
179,2009/9/16,0.016615187,0.025284654,0.015207304,0.012583533999999999,0.016132238,0.005188316,0.019169169,0.014512465,0.015813252
180,2009/9/17,0.006084621,0.011543224,-0.0030643109999999997,0.0054026759999999995,0.007756573,0.016706504,-0.002901027,0.005445146999999999,0.005761581
181,2009/9/18,0.004157378,0.000267365,0.002633813,-0.004776585,0.0017219870000000001,-0.007039406999999999,0.00772294,-0.00036404,0.00041240199999999997
182,2009/9/23,0.008195123,0.004858922,-0.006979274000000001,-0.00031212,-0.006497119,0.016608748,-0.003415873,-0.002200783,-0.004004496
183,2009/9/24,0.009023651,0.008482327,-0.009556581,-0.017129237,-0.011762884,0.0,-0.007466311999999999,-0.014179303999999998,-0.010152976999999999
184,2009/9/25,-0.007433515,-0.012106948999999999,-0.006109338000000001,-0.00425509,0.0005707819999999999,-0.026742327000000003,0.005149428,-0.002034007,-0.00059241
