var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t)
0.018691589,-1.4967817,-2.175175028,-3.899576408,-0.843719115,-0.7799485,0.197570154,-0.895176021,-0.964390716,-0.473241242,0.020560748,-0.943903948,-1.479162003,-0.045689482,-1.275778229,-0.370223954,-1.598731875,-2.65855464,-1.198853285,-2.387026283
0.020560748,-0.943903948,-1.479162003,-0.045689482,-1.275778229,-0.370223954,-1.598731875,-2.65855464,-1.198853285,-2.387026283,0.022429907,-0.04702911,-0.001080238,2.97793386,0.295002085,-0.651631139,-1.406623574,2.071499944,-0.293510124,-0.574585491
0.022429907,-0.04702911,-0.001080238,2.97793386,0.295002085,-0.651631139,-1.406623574,2.071499944,-0.293510124,-0.574585491,0.024299065,-0.335030264,0.165429977,-1.130822115,-0.726244307,-0.190501398,1.24762987,-1.138613784,-0.541135535,-0.396820669
0.024299065,-0.335030264,0.165429977,-1.130822115,-0.726244307,-0.190501398,1.24762987,-1.138613784,-0.541135535,-0.396820669,0.026168224,0.248160507,-0.54781835,0.335227388,-0.712399922,-0.034505028,-2.636524422,0.33844414,-0.31520031,-0.859112931
0.026168224,0.248160507,-0.54781835,0.335227388,-0.712399922,-0.034505028,-2.636524422,0.33844414,-0.31520031,-0.859112931,0.028037383,2.781843258,2.850693954,0.347629546,2.342337898,2.956437803,-0.572200046,0.565767226,2.491081627,0.894427244
0.028037383,2.781843258,2.850693954,0.347629546,2.342337898,2.956437803,-0.572200046,0.565767226,2.491081627,0.894427244,0.029906542,-0.508573385,0.445281954,0.726076212,-0.104407448,-0.31517747,3.22456009,0.253335503,-0.239822148,0.515525869
0.029906542,-0.508573385,0.445281954,0.726076212,-0.104407448,-0.31517747,3.22456009,0.253335503,-0.239822148,0.515525869,0.031775701,2.02707366,1.626305015,2.298578026,2.988342317,1.837849228,0.356308403,2.401480714,2.273374469,2.017678095
0.031775701,2.02707366,1.626305015,2.298578026,2.988342317,1.837849228,0.356308403,2.401480714,2.273374469,2.017678095,0.03364486,-1.363589513,-1.034207814,-2.437842377,-1.442333985,-1.999686978,1.173844799,-0.996800267,-1.816871228,-0.050254598
0.03364486,-1.363589513,-1.034207814,-2.437842377,-1.442333985,-1.999686978,1.173844799,-0.996800267,-1.816871228,-0.050254598,0.035514019,-0.640379095,-1.185206528,-1.682985366,-1.457657165,-0.80852834,-2.15510358,-0.602041073,-0.591150034,0.124541017
0.035514019,-0.640379095,-1.185206528,-1.682985366,-1.457657165,-0.80852834,-2.15510358,-0.602041073,-0.591150034,0.124541017,0.037383178,-1.695357483,-1.760939466,-0.08353851,-1.124724771,-1.420813689,-1.040799333,-1.094611688,-1.557253503,-1.908936436
0.037383178,-1.695357483,-1.760939466,-0.08353851,-1.124724771,-1.420813689,-1.040799333,-1.094611688,-1.557253503,-1.908936436,0.039252336,0.840084505,0.988076119,1.070087888,1.603402479,1.62357754,-0.436933133,1.692847103,1.34010105,1.123091902
0.039252336,0.840084505,0.988076119,1.070087888,1.603402479,1.62357754,-0.436933133,1.692847103,1.34010105,1.123091902,0.041121495,1.043068719,1.027311294,-0.57962166,1.777808775,1.167717068,1.792944952,0.548401901,1.410042121,1.356322417
0.041121495,1.043068719,1.027311294,-0.57962166,1.777808775,1.167717068,1.792944952,0.548401901,1.410042121,1.356322417,0.042990654,-0.970008485,-0.764071832,1.107252034,0.220791985,-0.034750206,-0.773580424,1.473863259,-0.35519431,0.108333951
0.042990654,-0.970008485,-0.764071832,1.107252034,0.220791985,-0.034750206,-0.773580424,1.473863259,-0.35519431,0.108333951,0.044859813,2.152622959,1.952719408,1.839327909,1.965479474,1.129189646,1.0472885,2.436929025,1.437527777,2.993149397
0.044859813,2.152622959,1.952719408,1.839327909,1.965479474,1.129189646,1.0472885,2.436929025,1.437527777,2.993149397,0.046728972,0.598453883,0.943759393,0.059713028,0.278156034,0.248428667,-0.924653335,-1.042024287,0.397335414,0.663352029
0.046728972,0.598453883,0.943759393,0.059713028,0.278156034,0.248428667,-0.924653335,-1.042024287,0.397335414,0.663352029,0.048598131,-2.595277353,-2.154233764,-3.623055288,-2.467819427,-1.794739249,-0.216320423,-1.421908648,-1.915436275,-0.293101511
0.048598131,-2.595277353,-2.154233764,-3.623055288,-2.467819427,-1.794739249,-0.216320423,-1.421908648,-1.915436275,-0.293101511,0.05046729,-1.460667619,-1.679714572,0.517063687,0.324078132,0.356617551,-2.093021857,-0.618624743,0.04830035,-0.84468943
0.05046729,-1.460667619,-1.679714572,0.517063687,0.324078132,0.356617551,-2.093021857,-0.618624743,0.04830035,-0.84468943,0.052336449,-1.016502716,-1.0604226,0.077724212,-1.934966742,-0.642216385,-0.020740696,-0.598478632,-1.122119896,-1.497298569
0.052336449,-1.016502716,-1.0604226,0.077724212,-1.934966742,-0.642216385,-0.020740696,-0.598478632,-1.122119896,-1.497298569,0.054205607,0.332195053,0.386545697,-0.759338329,0.041327858,-0.277858697,0.623830084,1.754938604,0.19736264,1.604036483
0.054205607,0.332195053,0.386545697,-0.759338329,0.041327858,-0.277858697,0.623830084,1.754938604,0.19736264,1.604036483,0.056074766,-0.807668144,-1.240690567,-3.357485312,-3.185925595,-1.081676192,-0.274472721,0.194711818,-1.016520195,-0.742171071
0.056074766,-0.807668144,-1.240690567,-3.357485312,-3.185925595,-1.081676192,-0.274472721,0.194711818,-1.016520195,-0.742171071,0.057943925,-2.63183429,-2.475556511,-0.045689482,-0.04956121,-1.990371086,-0.937159312,-3.162521277,-2.419927963,-3.74200708
0.057943925,-2.63183429,-2.475556511,-0.045689482,-0.04956121,-1.990371086,-0.937159312,-3.162521277,-2.419927963,-3.74200708,0.059813084,-0.262191667,-0.64701098,-0.113220025,-0.239633654,-0.577401063,-1.007109996,-0.335945925,-0.290777708,-0.407783223
0.059813084,-0.262191667,-0.64701098,-0.113220025,-0.239633654,-0.577401063,-1.007109996,-0.335945925,-0.290777708,-0.407783223,0.061682243,1.41704945,1.486620565,-0.904857653,0.117841174,0.188282324,0.186574666,0.030197067,0.161728745,0.555558848
0.061682243,1.41704945,1.486620565,-0.904857653,0.117841174,0.188282324,0.186574666,0.030197067,0.161728745,0.555558848,0.063551402,-2.305943571,-2.432347062,-0.860940219,-3.401330857,-2.627067697,-1.292571971,-1.704057656,-2.958459836,-2.690824074
0.063551402,-2.305943571,-2.432347062,-0.860940219,-3.401330857,-2.627067697,-1.292571971,-1.704057656,-2.958459836,-2.690824074,0.065420561,0.964625685,1.32753957,-2.553916767,-1.40227839,-0.825149981,-0.387267539,-0.857252786,-0.973206705,0.83325161
0.065420561,0.964625685,1.32753957,-2.553916767,-1.40227839,-0.825149981,-0.387267539,-0.857252786,-0.973206705,0.83325161,0.06728972,0.00594056,-0.270297739,2.746966204,-0.764177729,-0.74800292,-1.011217633,-0.05943964,-0.764192635,-1.221677609
0.06728972,0.00594056,-0.270297739,2.746966204,-0.764177729,-0.74800292,-1.011217633,-0.05943964,-0.764192635,-1.221677609,0.069158879,0.205979255,0.409700094,-0.806711137,-0.929534468,0.632363498,1.742556131,-0.05943964,-0.112866059,0.492160526
0.069158879,0.205979255,0.409700094,-0.806711137,-0.929534468,0.632363498,1.742556131,-0.05943964,-0.112866059,0.492160526,0.071028037,-0.058902882,-0.112037228,-1.17536889,1.652716932,1.316441301,-0.050468121,-0.145932824,1.574374297,-0.311408878
0.071028037,-0.058902882,-0.112037228,-1.17536889,1.652716932,1.316441301,-0.050468121,-0.145932824,1.574374297,-0.311408878,0.072897196,-0.462842643,-0.524621588,-1.739356026,-1.796009819,-1.786472481,0.970508066,-0.054444674,-1.443378656,-0.675419891
0.072897196,-0.462842643,-0.524621588,-1.739356026,-1.796009819,-1.786472481,0.970508066,-0.054444674,-1.443378656,-0.675419891,0.074766355,-0.942693727,-1.557949238,-3.436493284,-2.483287414,-4.375733315,-2.638168771,-3.387185974,-3.797792224,-3.460071108
0.074766355,-0.942693727,-1.557949238,-3.436493284,-2.483287414,-4.375733315,-2.638168771,-3.387185974,-3.797792224,-3.460071108,0.076635514,0.034714662,0.121822465,-0.50218665,-0.409113723,-2.560217872,-0.489265436,0.347889139,-1.600388536,0.033777484
0.076635514,0.034714662,0.121822465,-0.50218665,-0.409113723,-2.560217872,-0.489265436,0.347889139,-1.600388536,0.033777484,0.078504673,0.386750104,0.055468807,1.621619597,3.582913755,2.916733528,0.547792963,3.224425341,2.779948082,2.799979979
0.078504673,0.386750104,0.055468807,1.621619597,3.582913755,2.916733528,0.547792963,3.224425341,2.779948082,2.799979979,0.080373832,-2.47097557,-2.12934064,-3.132613266,-3.593227474,-2.59761961,1.284186034,-1.7923027,-2.923107266,-0.91578047
0.080373832,-2.47097557,-2.12934064,-3.132613266,-3.593227474,-2.59761961,1.284186034,-1.7923027,-2.923107266,-0.91578047,0.082242991,0.389555369,-0.985067138,0.04062484,-0.592768081,-0.022435155,-2.42414505,-0.509987653,-0.897111555,-0.289150828
0.082242991,0.389555369,-0.985067138,0.04062484,-0.592768081,-0.022435155,-2.42414505,-0.509987653,-0.897111555,-0.289150828,0.08411215,-0.539251716,-0.852479669,-0.761202204,0.429238233,0.221295614,-0.843904517,-0.685935158,-0.049971507,-0.619014663
0.08411215,-0.539251716,-0.852479669,-0.761202204,0.429238233,0.221295614,-0.843904517,-0.685935158,-0.049971507,-0.619014663,0.085981308,0.591118088,0.963426335,4.337801721,3.488497634,3.726528619,-0.316737667,3.397514085,3.851832791,2.285122319
0.085981308,0.591118088,0.963426335,4.337801721,3.488497634,3.726528619,-0.316737667,3.397514085,3.851832791,2.285122319,0.087850467,-0.18704051,1.084256933,0.127808422,0.428512828,-0.497240764,2.979610126,-0.04306098,0.268139209,1.132340855
0.087850467,-0.18704051,1.084256933,0.127808422,0.428512828,-0.497240764,2.979610126,-0.04306098,0.268139209,1.132340855,0.089719626,0.575142733,0.05637729,2.789652514,0.686406234,0.350504711,-1.666020771,0.506300816,0.718961646,0.427355807
0.089719626,0.575142733,0.05637729,2.789652514,0.686406234,0.350504711,-1.666020771,0.506300816,0.718961646,0.427355807,0.091588785,0.097505496,1.540807631,0.501849132,-0.095111735,0.841038565,3.366904659,-0.282199831,0.441003969,1.692184718
0.091588785,0.097505496,1.540807631,0.501849132,-0.095111735,0.841038565,3.366904659,-0.282199831,0.441003969,1.692184718,0.093457944,-0.087059164,0.192266593,-0.295846037,1.51410174,2.250149804,1.169666187,-0.727505608,2.019362892,0.888154839
0.093457944,-0.087059164,0.192266593,-0.295846037,1.51410174,2.250149804,1.169666187,-0.727505608,2.019362892,0.888154839,0.095327103,-0.538345635,-0.719467599,2.201094516,-1.021511714,-0.181715485,2.089179853,1.411438633,-0.47421298,0.167066716
0.095327103,-0.538345635,-0.719467599,2.201094516,-1.021511714,-0.181715485,2.089179853,1.411438633,-0.47421298,0.167066716,0.097196262,0.016180948,-0.115324134,1.420482323,0.097703706,-1.115946533,0.174337895,0.947437193,-0.3602553,0.483881515
0.097196262,0.016180948,-0.115324134,1.420482323,0.097703706,-1.115946533,0.174337895,0.947437193,-0.3602553,0.483881515,0.099065421,1.122854843,1.390208117,-0.973552416,0.756761439,0.206606449,-0.242703745,0.431010084,0.50530291,0.849398626
0.099065421,1.122854843,1.390208117,-0.973552416,0.756761439,0.206606449,-0.242703745,0.431010084,0.50530291,0.849398626,0.100934579,0.079378083,-0.118658002,-1.463850118,0.378985635,0.49655951,2.227981483,-0.654460577,0.223797586,-0.723480531
0.100934579,0.079378083,-0.118658002,-1.463850118,0.378985635,0.49655951,2.227981483,-0.654460577,0.223797586,-0.723480531,0.102803738,2.113298852,2.358919983,4.809943848,1.745668559,2.189725539,-0.020740696,3.581299874,2.150491228,4.116308649
0.102803738,2.113298852,2.358919983,4.809943848,1.745668559,2.189725539,-0.020740696,3.581299874,2.150491228,4.116308649,0.104672897,0.102747082,0.490079863,-1.510651044,0.1311381,-0.871056626,2.180788816,-1.518071794,-0.338612656,0.129641027
0.104672897,0.102747082,0.490079863,-1.510651044,0.1311381,-0.871056626,2.180788816,-1.518071794,-0.338612656,0.129641027,0.106542056,1.202294547,0.630539919,0.634740301,0.537912942,-0.267144025,-0.086759595,0.433541248,0.512816377,0.7028377
0.106542056,1.202294547,0.630539919,0.634740301,0.537912942,-0.267144025,-0.086759595,0.433541248,0.512816377,0.7028377,0.108411215,-0.406008203,-0.047679617,1.591593333,0.535357589,0.462955657,1.210596901,1.130429253,0.315445257,1.475664159
0.108411215,-0.406008203,-0.047679617,1.591593333,0.535357589,0.462955657,1.210596901,1.130429253,0.315445257,1.475664159,0.110280374,0.591971428,0.23010907,-1.503432337,-0.956617816,-0.572065041,-0.093830579,-1.085322321,-1.05276482,-0.73077311
0.110280374,0.591971428,0.23010907,-1.503432337,-0.956617816,-0.572065041,-0.093830579,-1.085322321,-1.05276482,-0.73077311,0.112149533,-1.440638807,-1.996419036,-2.562723848,-3.647791801,-2.848398533,-3.14611185,-1.990079543,-3.085708577,-3.765044343
0.112149533,-1.440638807,-1.996419036,-2.562723848,-3.647791801,-2.848398533,-3.14611185,-1.990079543,-3.085708577,-3.765044343,0.114018692,1.401784104,1.642685477,0.88075873,1.577599009,3.31752284,-1.064439175,0.365890274,2.576278406,0.657521225
0.114018692,1.401784104,1.642685477,0.88075873,1.577599009,3.31752284,-1.064439175,0.365890274,2.576278406,0.657521225,0.11588785,0.325220263,0.854638502,1.120591848,0.725589967,0.55168619,1.964283069,1.550418238,0.975537198,1.372898168
0.11588785,0.325220263,0.854638502,1.120591848,0.725589967,0.55168619,1.964283069,1.550418238,0.975537198,1.372898168,0.117757009,1.832280366,2.415394534,1.965860894,4.003808429,3.276166302,2.884555754,2.550750331,3.531333707,3.581069818
0.117757009,1.832280366,2.415394534,1.965860894,4.003808429,3.276166302,2.884555754,2.550750331,3.531333707,3.581069818,0.119626168,-0.423176609,0.442781648,0.642155743,-0.001405205,-1.889006375,0.211218332,0.885230859,-1.08156995,0.32174938
0.119626168,-0.423176609,0.442781648,0.642155743,-0.001405205,-1.889006375,0.211218332,0.885230859,-1.08156995,0.32174938,0.121495327,-0.054967093,0.808505805,-0.639962686,-0.603425907,-0.754054228,0.806805023,-0.380924963,-0.547851569,0.310350466
0.121495327,-0.054967093,0.808505805,-0.639962686,-0.603425907,-0.754054228,0.806805023,-0.380924963,-0.547851569,0.310350466,0.123364486,-0.733978915,-1.733486989,-1.760462849,-0.48261994,-1.297993614,-0.211851914,-0.55343757,-0.881810231,-0.619729347
0.123364486,-0.733978915,-1.733486989,-1.760462849,-0.48261994,-1.297993614,-0.211851914,-0.55343757,-0.881810231,-0.619729347,0.125233645,2.806927184,2.108494398,0.78632299,0.511575559,-0.141031921,-1.860551515,0.456137244,0.316357808,-0.80418816
0.125233645,2.806927184,2.108494398,0.78632299,0.511575559,-0.141031921,-1.860551515,0.456137244,0.316357808,-0.80418816,0.127102804,1.855418398,2.369670183,2.606837011,2.020577094,1.123628931,2.451063278,1.863027328,1.531809542,2.550664976
0.127102804,1.855418398,2.369670183,2.606837011,2.020577094,1.123628931,2.451063278,1.863027328,1.531809542,2.550664976,0.128971963,0.525682244,0.620614799,0.134013692,-0.04956121,0.064794969,0.341525776,0.569593587,-0.036260194,0.424164702
0.128971963,0.525682244,0.620614799,0.134013692,-0.04956121,0.064794969,0.341525776,0.569593587,-0.036260194,0.424164702,0.130841121,-0.9409876,-0.948258913,-0.045689482,-0.04956121,-0.040357663,-0.319762484,-0.05943964,-0.036260194,0.471216796
0.130841121,-0.9409876,-0.948258913,-0.045689482,-0.04956121,-0.040357663,-0.319762484,-0.05943964,-0.036260194,0.471216796,0.13271028,-0.722519936,-0.510469565,-1.485236207,0.951883189,-0.040357663,-0.641008731,-0.857551785,0.765916635,0.617477952
0.13271028,-0.722519936,-0.510469565,-1.485236207,0.951883189,-0.040357663,-0.641008731,-0.857551785,0.765916635,0.617477952,0.134579439,0.256009561,-0.418162184,0.840042334,-0.158587207,-0.449850872,-0.785164336,-0.26264924,-0.47485669,0.169219823
0.134579439,0.256009561,-0.418162184,0.840042334,-0.158587207,-0.449850872,-0.785164336,-0.26264924,-0.47485669,0.169219823,0.136448598,2.450972999,1.685211681,1.049447762,0.84634127,1.627987896,0.074017509,0.987463334,1.480101163,0.143237466
0.136448598,2.450972999,1.685211681,1.049447762,0.84634127,1.627987896,0.074017509,0.987463334,1.480101163,0.143237466,0.138317757,-0.261359805,-0.378780722,0.306379833,0.948263862,0.732505325,1.141811673,-0.401404262,1.119614165,-0.615922401
0.138317757,-0.261359805,-0.378780722,0.306379833,0.948263862,0.732505325,1.141811673,-0.401404262,1.119614165,-0.615922401,0.140186916,-2.005260047,-2.137875764,-3.151716085,-2.909540808,-2.034410741,0.109057186,-1.954552176,-2.5902222,-0.885852006
0.140186916,-2.005260047,-2.137875764,-3.151716085,-2.909540808,-2.034410741,0.109057186,-1.954552176,-2.5902222,-0.885852006,0.142056075,0.179661353,-0.735874315,1.447895057,0.184992011,-0.107765861,-1.652137561,0.58800347,-0.028006854,-0.782788627
0.142056075,0.179661353,-0.735874315,1.447895057,0.184992011,-0.107765861,-1.652137561,0.58800347,-0.028006854,-0.782788627,0.143925234,0.494001087,0.778803991,-0.593373553,1.353323171,0.811880105,0.10271125,-0.05943964,1.061495888,-0.181350118
0.143925234,0.494001087,0.778803991,-0.593373553,1.353323171,0.811880105,0.10271125,-0.05943964,1.061495888,-0.181350118,0.145794393,1.408580915,1.891341485,1.83866057,1.135921772,2.380815336,-0.170040317,2.553336783,1.484222246,2.094984065
0.145794393,1.408580915,1.891341485,1.83866057,1.135921772,2.380815336,-0.170040317,2.553336783,1.484222246,2.094984065,0.147663551,-0.356437984,-0.441553949,-0.764280371,0.240347478,0.168698379,0.121144257,-1.366268788,0.05572898,-1.875130968
0.147663551,-0.356437984,-0.441553949,-0.764280371,0.240347478,0.168698379,0.121144257,-1.366268788,0.05572898,-1.875130968,0.14953271,-0.861391579,-1.080299047,-0.240596629,-1.330673217,-1.391827012,-1.84148742,-0.058054268,-1.283917917,-1.349675625
0.14953271,-0.861391579,-1.080299047,-0.240596629,-1.330673217,-1.391827012,-1.84148742,-0.058054268,-1.283917917,-1.349675625,0.151401869,3.098723627,3.386051553,1.472783466,1.385037082,1.738900706,2.582676105,1.861224246,1.599170919,2.371143182
0.151401869,3.098723627,3.386051553,1.472783466,1.385037082,1.738900706,2.582676105,1.861224246,1.599170919,2.371143182,0.153271028,1.685870824,1.845578464,-0.11319751,0.892348355,0.974383734,-0.020740696,0.025277406,0.993519773,1.478249146
0.153271028,1.685870824,1.845578464,-0.11319751,0.892348355,0.974383734,-0.020740696,0.025277406,0.993519773,1.478249146,0.155140187,0.90049336,0.666618078,2.70215586,1.84158761,1.677808055,4.106262155,3.994459927,1.168971855,4.467355935
0.155140187,0.90049336,0.666618078,2.70215586,1.84158761,1.677808055,4.106262155,3.994459927,1.168971855,4.467355935,0.157009346,1.492599891,1.940077606,-0.315503338,-0.746213866,-0.040357663,-0.020740696,0.273789637,0.327618955,0.295471066
0.157009346,1.492599891,1.940077606,-0.315503338,-0.746213866,-0.040357663,-0.020740696,0.273789637,0.327618955,0.295471066,0.158878505,1.195896466,0.662857809,1.179794151,0.341501139,1.039134203,-0.020740696,0.971860228,0.944535256,1.029556754
0.158878505,1.195896466,0.662857809,1.179794151,0.341501139,1.039134203,-0.020740696,0.971860228,0.944535256,1.029556754,0.160747664,-1.717136548,-0.627654337,-0.989617409,-1.137393379,-0.000791241,-0.020740696,-1.862969338,-0.439570232,-0.324395386
0.160747664,-1.717136548,-0.627654337,-0.989617409,-1.137393379,-0.000791241,-0.020740696,-1.862969338,-0.439570232,-0.324395386,0.162616822,-0.169409124,-0.354013936,1.64353396,1.504264896,1.091452172,0.316871393,1.616861906,1.2612422,0.895492693
0.162616822,-0.169409124,-0.354013936,1.64353396,1.504264896,1.091452172,0.316871393,1.616861906,1.2612422,0.895492693,0.164485981,-1.241317936,-0.946128284,-1.590256112,-0.710243164,-0.513247246,0.11595717,-0.580887136,-0.94816821,-0.621015454
0.164485981,-1.241317936,-0.946128284,-1.590256112,-0.710243164,-0.513247246,0.11595717,-0.580887136,-0.94816821,-0.621015454,0.16635514,1.484874474,0.896385451,-0.115244342,-0.23063553,-0.218869594,-1.123397943,-0.874972271,-0.35358465,-0.303197733
0.16635514,1.484874474,0.896385451,-0.115244342,-0.23063553,-0.218869594,-1.123397943,-0.874972271,-0.35358465,-0.303197733,0.168224299,-0.500819967,-0.10688682,-1.982023273,-1.865205475,-1.740188341,0.282151338,-2.173982898,-1.91968943,-1.106582223
0.168224299,-0.500819967,-0.10688682,-1.982023273,-1.865205475,-1.740188341,0.282151338,-2.173982898,-1.91968943,-1.106582223,0.170093458,0.396434092,-0.469938271,0.685741284,0.108206549,0.527300079,-1.825342118,0.93405278,0.302279718,-1.166766374
0.170093458,0.396434092,-0.469938271,0.685741284,0.108206549,0.527300079,-1.825342118,0.93405278,0.302279718,-1.166766374,0.171962617,0.620008135,0.829419441,-0.860734321,-0.063638068,-0.303666286,1.237045604,-0.626172608,0.156683321,0.688620178
0.171962617,0.620008135,0.829419441,-0.860734321,-0.063638068,-0.303666286,1.237045604,-0.626172608,0.156683321,0.688620178,0.173831776,0.232547326,0.319508936,2.08051694,1.59193055,1.729534671,-1.687721109,3.048113191,1.608467572,2.517512237
0.173831776,0.232547326,0.319508936,2.08051694,1.59193055,1.729534671,-1.687721109,3.048113191,1.608467572,2.517512237,0.175700935,2.536256661,2.830634162,-0.534542917,2.550416149,0.348220364,2.222995188,-0.329209202,1.316489827,2.141702552
0.175700935,2.536256661,2.830634162,-0.534542917,2.550416149,0.348220364,2.222995188,-0.329209202,1.316489827,2.141702552,0.177570093,-0.838735666,-0.645342719,-1.24596233,-1.962694016,-2.246134793,-0.603825657,-1.511955502,-1.644298733,-1.712631483
0.177570093,-0.838735666,-0.645342719,-1.24596233,-1.962694016,-2.246134793,-0.603825657,-1.511955502,-1.644298733,-1.712631483,0.179439252,0.418586716,0.332065013,-0.152105217,0.203643394,0.319190978,-0.300266609,0.547929985,-0.098648116,0.113821805
0.179439252,0.418586716,0.332065013,-0.152105217,0.203643394,0.319190978,-0.300266609,0.547929985,-0.098648116,0.113821805,0.181308411,0.586962471,0.059702439,1.798241266,-0.053755498,0.79587212,0.858890633,0.251462073,0.089382662,-0.009002901
0.181308411,0.586962471,0.059702439,1.798241266,-0.053755498,0.79587212,0.858890633,0.251462073,0.089382662,-0.009002901,0.18317757,-1.058614241,-1.118429503,-0.045689482,0.882830345,-0.040357663,-0.282217864,1.209642558,0.497746986,-0.597390659
0.18317757,-1.058614241,-1.118429503,-0.045689482,0.882830345,-0.040357663,-0.282217864,1.209642558,0.497746986,-0.597390659,0.185046729,0.441400299,0.215007763,-1.40603505,0.159337954,0.040273852,0.89927404,-0.119534616,0.240836171,1.470234353
0.185046729,0.441400299,0.215007763,-1.40603505,0.159337954,0.040273852,0.89927404,-0.119534616,0.240836171,1.470234353,0.186915888,-0.35928442,-0.522311831,1.041060786,-0.989419148,-0.556022969,0.069318753,1.454905963,-0.754411466,0.728882203
0.186915888,-0.35928442,-0.522311831,1.041060786,-0.989419148,-0.556022969,0.069318753,1.454905963,-0.754411466,0.728882203,0.188785047,-0.131918658,0.753432102,0.911954968,0.061024513,0.505747039,0.484480675,0.128386479,0.173906759,0.650518313
0.188785047,-0.131918658,0.753432102,0.911954968,0.061024513,0.505747039,0.484480675,0.128386479,0.173906759,0.650518313,0.190654206,1.631008555,1.66919663,1.76470217,2.702146676,1.524807444,1.069292081,1.460846796,1.73510065,2.768220006
0.190654206,1.631008555,1.66919663,1.76470217,2.702146676,1.524807444,1.069292081,1.460846796,1.73510065,2.768220006,0.192523364,-0.579804938,-0.567513299,0.095032759,-0.029508315,-0.554523271,0.163987717,-0.628823944,-0.001514502,-0.721210947
0.192523364,-0.579804938,-0.567513299,0.095032759,-0.029508315,-0.554523271,0.163987717,-0.628823944,-0.001514502,-0.721210947,0.194392523,-1.476471703,-1.039938161,-1.02826595,-1.256813649,-1.71140358,0.238249256,-2.351573149,-1.515692994,-1.330871563
0.194392523,-1.476471703,-1.039938161,-1.02826595,-1.256813649,-1.71140358,0.238249256,-2.351573149,-1.515692994,-1.330871563,0.196261682,-1.280122691,-1.329492913,0.765273837,0.090004023,0.022767592,-0.525706409,1.598757885,0.056101228,-0.211563579
0.196261682,-1.280122691,-1.329492913,0.765273837,0.090004023,0.022767592,-0.525706409,1.598757885,0.056101228,-0.211563579,0.198130841,0.758086503,0.599696424,-0.224517431,0.116270997,0.886271366,0.666224981,-0.205810207,0.445741101,0.596612001
